"Lat","Lon","source","X","Y"
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
46.53672,90.77903,"zggn",10105475.3943073,5866780.13026621
46.44269,90.68383,"zggn",10094877.7787838,5851576.63708131
31.66085,117.64613,"zggn",13096307.2853993,3718873.7906505
44.18541,87.91257,"zggn",9786382.52672802,5494179.78371439
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
30.97263,121.94869,"zggn",13575266.0737068,3629195.13776869
44.18873,87.63992,"zggn",9756031.26756323,5494695.18915868
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
31.66085,117.64613,"zggn",13096307.2853993,3718873.7906505
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
44.18541,87.91257,"zggn",9786382.52672802,5494179.78371439
43.39118,94.24564,"zggn",10491376.6542862,5371704.2460635
42.8925,92.83653,"zggn",10334515.2466145,5295623.53864072
43.67267,92.80566,"zggn",10331078.8139337,5414926.0576558
22.52489,113.9695,"zggn",12687026.705964,2574662.34678839
41.90094,93.90291,"zggn",10453224.1252066,5146152.26704077
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
22.52482,113.96969,"zggn",12687047.8566672,2574653.91087738
39.22237,117.96892,"zggn",13132240.1038324,4753574.40633198
39.22257,117.84811,"zggn",13118791.5961497,4753603.14519469
29.14131,115.74248,"zggn",12884393.9367507,3393643.95512525
28.01377,117.77423,"zggn",13110567.3121699,3250709.98256196
22.47344,114.02052,"zggn",12692706.2263843,2568463.10404578
22.47344,114.02052,"zggn",12692706.2263843,2568463.10404578
22.47344,114.02052,"zggn",12692706.2263843,2568463.10404578
39.41499,117.66136,"zggn",13098002.681244,4781290.86286732
30.75937,114.15545,"zggn",12707726.565277,3601538.02948619
31.66085,117.64613,"zggn",13096307.2853993,3718873.7906505
28.92625,116.34907,"zggn",12951919.2266709,3366262.65697404
22.52482,113.96969,"zggn",12687047.8566672,2574653.91087738
22.5273,114.00248,"zggn",12690698.0227704,2574952.7857602
22.51533,114.04705,"zggn",12695659.532475,2573510.28193257
30.75937,114.15545,"zggn",12707726.565277,3601538.02948619
22.51533,114.04705,"zggn",12695659.532475,2573510.28193257
22.53183,114.0159,"zggn",12692191.9303368,2575498.7283302
22.5273,114.00248,"zggn",12690698.0227704,2574952.7857602
30.75937,114.15545,"zggn",12707726.565277,3601538.02948619
34.83367,119.20737,"zggn",13270103.7272054,4141300.47192918
22.47344,114.02052,"zggn",12692706.2263843,2568463.10404578
34.83367,119.20737,"zggn",13270103.7272054,4141300.47192918
24.56566,118.3267,"zggn",13172067.9912484,2822489.30356767
24.66503,118.44288,"zggn",13185001.0896888,2834656.85454696
30.75937,114.15545,"zggn",12707726.565277,3601538.02948619
22.61637,113.6462,"zggn",12651037.1145905,2585690.53643356
22.53426,114.01529,"zggn",12692124.0254474,2575791.59231977
30.75937,114.15545,"zggn",12707726.565277,3601538.02948619
30.75937,114.15545,"zggn",12707726.565277,3601538.02948619
30.30595,121.35022,"zggn",13508644.6980517,3542937.79753241
31.14883,104.42346,"zggn",11624366.3940718,3652092.6731558
22.51533,114.04705,"zggn",12695659.532475,2573510.28193257
30.75937,114.15545,"zggn",12707726.565277,3601538.02948619
29.1455,115.98779,"zggn",12911701.7210371,3394177.99081789
30.4375,114.37259,"zggn",12731898.4795079,3559911.2648187
29.4421,112.99295,"zggn",12578317.6572298,3432036.69932203
30.75937,114.15545,"zggn",12707726.565277,3601538.02948619
30.75937,114.15545,"zggn",12707726.565277,3601538.02948619
22.53426,114.01529,"zggn",12692124.0254474,2575791.59231977
22.53426,114.01529,"zggn",12692124.0254474,2575791.59231977
22.6159,113.64651,"zggn",12651071.6236327,2585633.85779679
22.53426,114.01529,"zggn",12692124.0254474,2575791.59231977
28.92625,116.34907,"zggn",12951919.2266709,3366262.65697404
30.54053,114.0929,"zggn",12700763.5311279,3573220.88265059
28.92625,116.34907,"zggn",12951919.2266709,3366262.65697404
30.73632,121.38038,"zggn",13512002.093894,3598552.4142471
30.58108,114.3162,"zggn",12725621.173422,3578463.08177189
22.60629,113.65204,"zggn",12651687.2204168,2584475.0030241
30.98337,104.28891,"zggn",11609388.3565855,3630589.6095946
28.61908,121.55114,"zggn",13531011.0101419,3327252.21436532
22.52489,113.9695,"zggn",12687026.705964,2574662.34678839
22.53426,114.01529,"zggn",12692124.0254474,2575791.59231977
22.51533,114.04705,"zggn",12695659.532475,2573510.28193257
22.61637,113.6462,"zggn",12651037.1145905,2585690.53643356
22.52858,114.06109,"zggn",12697222.4581257,2575107.04586359
20.87852,110.1945,"zggn",12266795.6282194,2377399.27648196
30.54053,114.0929,"zggn",12700763.5311279,3573220.88265059
22.61637,113.6462,"zggn",12651037.1145905,2585690.53643356
30.72459,117.05345,"zggn",13030330.4495959,3597033.32765613
30.25737,114.42439,"zggn",12737664.8291309,3536675.44180995
21.64773,108.81519,"zggn",12113251.5413733,2469283.1940989
22.61637,113.6462,"zggn",12651037.1145905,2585690.53643356
22.61637,113.6462,"zggn",12651037.1145905,2585690.53643356
30.75937,114.15545,"zggn",12707726.565277,3601538.02948619
29.18323,115.94077,"zggn",12906467.47858,3398987.84270589
30.54053,114.0929,"zggn",12700763.5311279,3573220.88265059
30.54053,114.0929,"zggn",12700763.5311279,3573220.88265059
22.53426,114.01529,"zggn",12692124.0254474,2575791.59231977
30.54053,114.0929,"zggn",12700763.5311279,3573220.88265059
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
29.14131,115.74248,"zggn",12884393.9367507,3393643.95512525
28.9513,116.36497,"zggn",12953689.2065746,3369449.07514322
30.75937,114.15545,"zggn",12707726.565277,3601538.02948619
29.14131,115.74248,"zggn",12884393.9367507,3393643.95512525
30.54053,114.0929,"zggn",12700763.5311279,3573220.88265059
30.75937,114.15545,"zggn",12707726.565277,3601538.02948619
30.98529,114.36464,"zggn",12731013.489556,3630838.9171835
29.132,115.96338,"zggn",12908984.4122669,3392457.42868989
29.14131,115.74248,"zggn",12884393.9367507,3393643.95512525
29.132,115.96338,"zggn",12908984.4122669,3392457.42868989
28.92625,116.34907,"zggn",12951919.2266709,3366262.65697404
30.54053,114.0929,"zggn",12700763.5311279,3573220.88265059
30.54053,114.0929,"zggn",12700763.5311279,3573220.88265059
30.75937,114.15545,"zggn",12707726.565277,3601538.02948619
30.70086,114.33514,"zggn",12727729.5645776,3593960.75333788
30.75937,114.15545,"zggn",12707726.565277,3601538.02948619
30.75937,114.15545,"zggn",12707726.565277,3601538.02948619
31.14883,104.42346,"zggn",11624366.3940718,3652092.6731558
30.75937,114.15545,"zggn",12707726.565277,3601538.02948619
27.92872,121.00123,"zggn",13469795.3089598,3239989.9811214
29.14131,115.74248,"zggn",12884393.9367507,3393643.95512525
28.7675,115.83963,"zggn",12895208.6252812,3346087.14488895
35.76123,119.77012,"zggn",13332748.7706493,4267816.53058132
28.68438,116.03726,"zggn",12917208.6962467,3335535.68521534
30.55355,112.70591,"zggn",12546364.5105925,3574903.83582947
29.4421,112.99295,"zggn",12578317.6572298,3432036.69932203
29.4421,112.99295,"zggn",12578317.6572298,3432036.69932203
29.4421,112.99295,"zggn",12578317.6572298,3432036.69932203
30.54053,114.0929,"zggn",12700763.5311279,3573220.88265059
29.4421,112.99295,"zggn",12578317.6572298,3432036.69932203
28.70095,115.99598,"zggn",12912613.4276667,3337638.45302059
29.4421,112.99295,"zggn",12578317.6572298,3432036.69932203
29.14131,115.74248,"zggn",12884393.9367507,3393643.95512525
29.4421,112.99295,"zggn",12578317.6572298,3432036.69932203
29.4421,112.99295,"zggn",12578317.6572298,3432036.69932203
29.4421,112.99295,"zggn",12578317.6572298,3432036.69932203
29.4421,112.99295,"zggn",12578317.6572298,3432036.69932203
28.90769,116.43783,"zggn",12961799.9446738,3363902.27839271
29.14131,115.74248,"zggn",12884393.9367507,3393643.95512525
29.46729,113.01303,"zggn",12580552.9526049,3435257.08953335
22.53426,114.01529,"zggn",12692124.0254474,2575791.59231977
30.54053,114.0929,"zggn",12700763.5311279,3573220.88265059
24.61407,118.31829,"zggn",13171131.7943309,2828415.7515059
22.61637,113.6462,"zggn",12651037.1145905,2585690.53643356
31.25923,119.41714,"zggn",13293455.2167891,3666461.05305417
24.52425,118.18287,"zggn",13156056.9088876,2817421.62573191
24.61407,118.31829,"zggn",13171131.7943309,2828415.7515059
30.75937,114.15545,"zggn",12707726.565277,3601538.02948619
22.53426,114.01529,"zggn",12692124.0254474,2575791.59231977
30.12983,121.5908,"zggn",13535425.9411468,3520249.21964778
28.92625,116.34907,"zggn",12951919.2266709,3366262.65697404
22.52482,113.96969,"zggn",12687047.8566672,2574653.91087738
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
32.40064,118.84817,"zggn",13230117.7661124,3816016.51318348
30.75937,114.15545,"zggn",12707726.565277,3601538.02948619
24.55766,118.23901,"zggn",13162306.3851008,2821510.14824577
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
30.54053,114.0929,"zggn",12700763.5311279,3573220.88265059
22.13872,113.07784,"zggn",12587767.5688033,2528188.3944678
30.75937,114.15545,"zggn",12707726.565277,3601538.02948619
24.40562,117.92374,"zggn",13127210.6892384,2802913.14577211
29.14131,115.74248,"zggn",12884393.9367507,3393643.95512525
30.75937,114.15545,"zggn",12707726.565277,3601538.02948619
30.75937,114.15545,"zggn",12707726.565277,3601538.02948619
30.02625,121.68058,"zggn",13545420.2050302,3506924.4827028
30.30595,121.35022,"zggn",13508644.6980517,3542937.79753241
29.96968,114.16907,"zggn",12709242.7367416,3499653.08527478
30.02625,121.68058,"zggn",13545420.2050302,3506924.4827028
30.75937,114.15545,"zggn",12707726.565277,3601538.02948619
28.9513,116.36497,"zggn",12953689.2065746,3369449.07514322
30.75937,114.15545,"zggn",12707726.565277,3601538.02948619
31.59207,117.53735,"zggn",13084197.9511908,3709881.78650369
29.132,115.96338,"zggn",12908984.4122669,3392457.42868989
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
28.92625,116.34907,"zggn",12951919.2266709,3366262.65697404
22.61338,113.64778,"zggn",12651212.999386,2585329.96713253
38.66588,117.42913,"zggn",13072150.9558971,4673924.12832848
31.66136,117.2749,"zggn",13054982.1508321,3718940.49072046
30.75937,114.15545,"zggn",12707726.565277,3601538.02948619
31.77309,117.19595,"zggn",13046193.477034,3733561.88013073
30.54053,114.0929,"zggn",12700763.5311279,3573220.88265059
22.52482,113.96969,"zggn",12687047.8566672,2574653.91087738
24.55766,118.23901,"zggn",13162306.3851008,2821510.14824577
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
30.54053,114.0929,"zggn",12700763.5311279,3573220.88265059
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
28.61908,121.55114,"zggn",13531011.0101419,3327252.21436532
28.61908,121.55114,"zggn",13531011.0101419,3327252.21436532
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
28.61908,121.55114,"zggn",13531011.0101419,3327252.21436532
31.66085,117.64613,"zggn",13096307.2853993,3718873.7906505
39.45356,117.25778,"zggn",13053076.3611497,4786849.96457446
32.56388,121.05239,"zggn",13475490.4141088,3837558.3750007
32.56388,121.05239,"zggn",13475490.4141088,3837558.3750007
32.56388,121.05239,"zggn",13475490.4141088,3837558.3750007
32.56388,121.05239,"zggn",13475490.4141088,3837558.3750007
43.84319,90.07691,"zggn",10027315.7534315,5441207.45589439
39.85474,119.49887,"zggn",13302553.3587716,4844855.89061637
39.22894,117.87659,"zggn",13121961.9752475,4754518.52081237
44.18873,87.63992,"zggn",9756031.26756323,5494695.18915868
39.22237,117.96892,"zggn",13132240.1038324,4753574.40633198
39.09646,117.83618,"zggn",13117463.5546245,4735498.07348249
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
43.39118,94.24564,"zggn",10491376.6542862,5371704.2460635
34.79436,119.28638,"zggn",13278899.0801729,4135970.48621436
39.9656,119.79783,"zggn",13335833.4337392,4860944.62373062
39.09646,117.83618,"zggn",13117463.5546245,4735498.07348249
32.76695,120.96941,"zggn",13466253.1227627,3864411.17169959
32.56756,121.0495,"zggn",13475168.7007804,3838044.45482567
44.18541,87.91257,"zggn",9786382.52672802,5494179.78371439
40.58061,112.71201,"zggn",12547043.5594864,4950677.16147982
37.30371,90.31732,"zggn",10054078.0722131,4481525.01747783
39.09298,109.89089,"zggn",12232997.9176196,4734998.92444163
39.80038,109.32906,"zggn",12170455.2881073,4836976.30618192
44.02902,114.95671,"zggn",12796922.42047,5469934.19399691
44.18541,87.91257,"zggn",9786382.52672802,5494179.78371439
44.18873,87.63992,"zggn",9756031.26756323,5494695.18915868
44.36627,86.83748,"zggn",9666704.05537108,5522299.37600115
39.09646,117.83618,"zggn",13117463.5546245,4735498.07348249
44.18873,87.63992,"zggn",9756031.26756323,5494695.18915868
47.24605,87.56551,"zggn",9747747.98425331,5982328.57940112
39.07087,94.22351,"zggn",10488913.1539549,4731828.18203281
44.18541,87.91257,"zggn",9786382.52672802,5494179.78371439
43.31259,116.74133,"zggn",12995585.4101295,5359672.9131016
44.18873,87.63992,"zggn",9756031.26756323,5494695.18915868
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
43.51098,87.90426,"zggn",9785457.46175952,5390074.47044893
47.84627,86.68058,"zggn",9649238.02726561,6081317.63989332
39.09298,109.89089,"zggn",12232997.9176196,4734998.92444163
22.1038,113.5308,"zggn",12638190.845353,2523992.23406504
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
39.09646,117.83618,"zggn",13117463.5546245,4735498.07348249
40.72477,96.52099,"zggn",10744667.4576626,4971829.67159884
34.83367,119.20737,"zggn",13270103.7272054,4141300.47192918
39.30112,117.54053,"zggn",13084551.9471715,4764896.673187
48.31601,87.23552,"zggn",9711013.66548643,6159589.58522294
24.56566,118.3267,"zggn",13172067.9912484,2822489.30356767
36.71174,100.79591,"zggn",11220549.3752446,4399002.86462199
34.83367,119.20737,"zggn",13270103.7272054,4141300.47192918
42.8925,92.83653,"zggn",10334515.2466145,5295623.53864072
39.35723,118.93994,"zggn",13240333.5557825,4772971.650767
39.35723,118.93994,"zggn",13240333.5557825,4772971.650767
39.2821,118.46916,"zggn",13187926.5659069,4762160.91069058
48.72702,87.02888,"zggn",9688010.60590891,6228668.69642058
22.52482,113.96969,"zggn",12687047.8566672,2574653.91087738
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
34.64875,98.06338,"zggn",10916365.5270673,4116249.53282174
39.1465,118.28468,"zggn",13167390.3462453,4742678.21855189
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
39.1465,118.28468,"zggn",13167390.3462453,4742678.21855189
39.2821,118.46916,"zggn",13187926.5659069,4762160.91069058
39.04688,118.28152,"zggn",13167038.5766544,4728388.95670966
39.04688,118.28152,"zggn",13167038.5766544,4728388.95670966
39.1465,118.28468,"zggn",13167390.3462453,4742678.21855189
39.1465,118.28468,"zggn",13167390.3462453,4742678.21855189
39.22257,117.84811,"zggn",13118791.5961497,4753603.14519469
36.12977,120.11377,"zggn",13371003.7136604,4318492.24700402
44.47475,85.93652,"zggn",9566409.64694597,5539207.20105968
40.48819,116.97461,"zggn",13021554.0209418,4937140.40517393
28.69426,116.04648,"zggn",12918235.0619518,3336789.43790461
40.48819,116.97461,"zggn",13021554.0209418,4937140.40517393
21.48373,109.12978,"zggn",12148271.539982,2449652.57764537
40.85648,121.58153,"zggn",13534394.0094671,4991195.48877964
39.09646,117.83618,"zggn",13117463.5546245,4735498.07348249
39.09646,117.83618,"zggn",13117463.5546245,4735498.07348249
22.61637,113.6462,"zggn",12651037.1145905,2585690.53643356
39.09646,117.83618,"zggn",13117463.5546245,4735498.07348249
39.9656,119.79783,"zggn",13335833.4337392,4860944.62373062
40.00451,124.36339,"zggn",13844069.2481253,4866597.68205751
40.51709,117.04499,"zggn",13029388.6867038,4941371.38194985
40.51709,117.04499,"zggn",13029388.6867038,4941371.38194985
32.56388,121.05239,"zggn",13475490.4141088,3837558.3750007
39.15882,117.82339,"zggn",13116039.7783373,4744446.7749682
39.15882,117.82339,"zggn",13116039.7783373,4744446.7749682
39.22237,117.96892,"zggn",13132240.1038324,4753574.40633198
39.09646,117.83618,"zggn",13117463.5546245,4735498.07348249
28.69426,116.04648,"zggn",12918235.0619518,3336789.43790461
39.22257,117.84811,"zggn",13118791.5961497,4753603.14519469
39.22257,117.84811,"zggn",13118791.5961497,4753603.14519469
39.15882,117.82339,"zggn",13116039.7783373,4744446.7749682
39.09646,117.83618,"zggn",13117463.5546245,4735498.07348249
39.15882,117.82339,"zggn",13116039.7783373,4744446.7749682
39.22237,117.96892,"zggn",13132240.1038324,4753574.40633198
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
32.76695,120.96941,"zggn",13466253.1227627,3864411.17169959
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
32.76695,120.96941,"zggn",13466253.1227627,3864411.17169959
32.56388,121.05239,"zggn",13475490.4141088,3837558.3750007
32.56388,121.05239,"zggn",13475490.4141088,3837558.3750007
32.56756,121.0495,"zggn",13475168.7007804,3838044.45482567
32.56388,121.05239,"zggn",13475490.4141088,3837558.3750007
32.56388,121.05239,"zggn",13475490.4141088,3837558.3750007
32.56756,121.0495,"zggn",13475168.7007804,3838044.45482567
44.90108,82.89008,"zggn",9227281.49741371,5605961.97672533
32.56388,121.05239,"zggn",13475490.4141088,3837558.3750007
43.81389,87.48149,"zggn",9738394.92063685,5436686.2586542
32.56756,121.0495,"zggn",13475168.7007804,3838044.45482567
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
28.69426,116.04648,"zggn",12918235.0619518,3336789.43790461
22.13872,113.07784,"zggn",12587767.5688033,2528188.3944678
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
30.54053,114.0929,"zggn",12700763.5311279,3573220.88265059
39.15882,117.82339,"zggn",13116039.7783373,4744446.7749682
40.85648,121.58153,"zggn",13534394.0094671,4991195.48877964
39.30112,117.54053,"zggn",13084551.9471715,4764896.673187
32.56756,121.0495,"zggn",13475168.7007804,3838044.45482567
32.56756,121.0495,"zggn",13475168.7007804,3838044.45482567
31.66085,117.64613,"zggn",13096307.2853993,3718873.7906505
31.69512,117.4667,"zggn",13076333.2291662,3723356.58852804
31.69512,117.4667,"zggn",13076333.2291662,3723356.58852804
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
43.21951,95.27108,"zggn",10605528.1129252,5345443.41554431
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
43.81389,87.48149,"zggn",9738394.92063685,5436686.2586542
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
31.66085,117.64613,"zggn",13096307.2853993,3718873.7906505
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
31.69512,117.4667,"zggn",13076333.2291662,3723356.58852804
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
22.53426,114.01529,"zggn",12692124.0254474,2575791.59231977
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
32.56756,121.0495,"zggn",13475168.7007804,3838044.45482567
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
40.51709,117.04499,"zggn",13029388.6867038,4941371.38194985
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
30.45278,114.41756,"zggn",12736904.5170088,3561884.27580478
39.30112,117.54053,"zggn",13084551.9471715,4764896.673187
39.22237,117.96892,"zggn",13132240.1038324,4753574.40633198
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
24.56918,118.30302,"zggn",13169431.9457065,2822920.15170654
44.65526,84.80723,"zggn",9440697.65918803,5567411.52571991
22.50496,113.95964,"zggn",12685929.0957848,2572260.69497855
39.35723,118.93994,"zggn",13240333.5557825,4772971.650767
24.60428,118.31452,"zggn",13170712.1198506,2827217.05545129
41.72357,115.72405,"zggn",12882342.3185353,5119661.0912697
31.66085,117.64613,"zggn",13096307.2853993,3718873.7906505
31.53162,120.2336,"zggn",13384343.1282421,3701984.2911318
22.53426,114.01529,"zggn",12692124.0254474,2575791.59231977
22.50496,113.95964,"zggn",12685929.0957848,2572260.69497855
38.3889,102.89331,"zggn",11454030.8752344,4634510.9521571
38.3889,102.89331,"zggn",11454030.8752344,4634510.9521571
30.24515,119.7843,"zggn",13334327.2810287,3535100.67251632
22.53426,114.01529,"zggn",12692124.0254474,2575791.59231977
22.50496,113.95964,"zggn",12685929.0957848,2572260.69497855
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
39.22237,117.96892,"zggn",13132240.1038324,4753574.40633198
39.15882,117.82339,"zggn",13116039.7783373,4744446.7749682
30.54053,114.0929,"zggn",12700763.5311279,3573220.88265059
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
34.83367,119.20737,"zggn",13270103.7272054,4141300.47192918
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
22.61338,113.64778,"zggn",12651212.999386,2585329.96713253
22.53426,114.01529,"zggn",12692124.0254474,2575791.59231977
30.75937,114.15545,"zggn",12707726.565277,3601538.02948619
34.83367,119.20737,"zggn",13270103.7272054,4141300.47192918
34.4039,109.01449,"zggn",12135437.5158884,4083165.72760925
31.13852,104.41152,"zggn",11623037.2393517,3650751.69870854
30.97263,121.94869,"zggn",13575266.0737068,3629195.13776869
30.54053,114.0929,"zggn",12700763.5311279,3573220.88265059
30.54053,114.0929,"zggn",12700763.5311279,3573220.88265059
30.51717,114.41981,"zggn",12737154.9858631,3570201.95606356
28.92625,116.34907,"zggn",12951919.2266709,3366262.65697404
22.61338,113.64778,"zggn",12651212.999386,2585329.96713253
22.51247,114.12543,"zggn",12704384.7541634,2573165.6420331
22.61338,113.64778,"zggn",12651212.999386,2585329.96713253
31.13852,104.41152,"zggn",11623037.2393517,3650751.69870854
29.132,115.96338,"zggn",12908984.4122669,3392457.42868989
29.14131,115.74248,"zggn",12884393.9367507,3393643.95512525
29.132,115.96338,"zggn",12908984.4122669,3392457.42868989
34.88953,119.0414,"zggn",13251628.0313184,4148878.82766446
22.61338,113.64778,"zggn",12651212.999386,2585329.96713253
22.61338,113.64778,"zggn",12651212.999386,2585329.96713253
22.61338,113.64778,"zggn",12651212.999386,2585329.96713253
24.56918,118.30302,"zggn",13169431.9457065,2822920.15170654
22.61637,113.6462,"zggn",12651037.1145905,2585690.53643356
30.54053,114.0929,"zggn",12700763.5311279,3573220.88265059
22.60629,113.65204,"zggn",12651687.2204168,2584475.0030241
22.61637,113.6462,"zggn",12651037.1145905,2585690.53643356
22.13872,113.07784,"zggn",12587767.5688033,2528188.3944678
22.13872,113.07784,"zggn",12587767.5688033,2528188.3944678
29.14131,115.74248,"zggn",12884393.9367507,3393643.95512525
29.1455,115.98779,"zggn",12911701.7210371,3394177.99081789
22.61637,113.6462,"zggn",12651037.1145905,2585690.53643356
29.4421,112.99295,"zggn",12578317.6572298,3432036.69932203
22.61637,113.6462,"zggn",12651037.1145905,2585690.53643356
30.54053,114.0929,"zggn",12700763.5311279,3573220.88265059
32.87365,120.91695,"zggn",13460413.3022757,3878545.09780054
29.18323,115.94077,"zggn",12906467.47858,3398987.84270589
31.63357,121.5354,"zggn",13529258.8413568,3715306.52415793
22.53426,114.01529,"zggn",12692124.0254474,2575791.59231977
29.82809,115.14049,"zggn",12817380.716488,3481471.5002004
29.14131,115.74248,"zggn",12884393.9367507,3393643.95512525
22.73803,114.90263,"zggn",12790902.2624079,2600368.39081892
30.54053,114.0929,"zggn",12700763.5311279,3573220.88265059
29.14131,115.74248,"zggn",12884393.9367507,3393643.95512525
30.54053,114.0929,"zggn",12700763.5311279,3573220.88265059
22.13872,113.07784,"zggn",12587767.5688033,2528188.3944678
30.41769,114.35073,"zggn",12729465.0354391,3557353.78339029
31.59207,117.53735,"zggn",13084197.9511908,3709881.78650369
22.61338,113.64778,"zggn",12651212.999386,2585329.96713253
24.52425,118.18287,"zggn",13156056.9088876,2817421.62573191
27.93169,120.88279,"zggn",13456610.6284702,3240364.18807448
30.58108,114.3162,"zggn",12725621.173422,3578463.08177189
29.14131,115.74248,"zggn",12884393.9367507,3393643.95512525
28.61908,121.55114,"zggn",13531011.0101419,3327252.21436532
31.59207,117.53735,"zggn",13084197.9511908,3709881.78650369
30.54053,114.0929,"zggn",12700763.5311279,3573220.88265059
22.13872,113.07784,"zggn",12587767.5688033,2528188.3944678
22.61338,113.64778,"zggn",12651212.999386,2585329.96713253
22.51247,114.12543,"zggn",12704384.7541634,2573165.6420331
22.53426,114.01529,"zggn",12692124.0254474,2575791.59231977
22.50496,113.95964,"zggn",12685929.0957848,2572260.69497855
38.74332,117.3613,"zggn",13064600.1548366,4684970.7730115
30.98529,114.36464,"zggn",12731013.489556,3630838.9171835
22.13872,113.07784,"zggn",12587767.5688033,2528188.3944678
22.51247,114.12543,"zggn",12704384.7541634,2573165.6420331
28.9513,116.36497,"zggn",12953689.2065746,3369449.07514322
30.19506,120.92734,"zggn",13461569.9117851,3528647.70995388
20.00224,110.539,"zggn",12305145.1927977,2273296.28762589
19.94291,110.50727,"zggn",12301613.0253548,2266269.05771778
19.95752,110.57724,"zggn",12309402.0501256,2267999.26624672
22.59885,113.63774,"zggn",12650095.3516984,2583577.88071982
22.61637,113.6462,"zggn",12651037.1145905,2585690.53643356
29.14131,115.74248,"zggn",12884393.9367507,3393643.95512525
40.48819,116.97461,"zggn",13021554.0209418,4937140.40517393
40.48819,116.97461,"zggn",13021554.0209418,4937140.40517393
37.5781,89.7092,"zggn",9986382.46347194,4519995.74453075
32.56756,121.0495,"zggn",13475168.7007804,3838044.45482567
39.2821,118.46916,"zggn",13187926.5659069,4762160.91069058
40.82115,108.78909,"zggn",12110346.1026636,4985997.01384527
40.82115,108.78909,"zggn",12110346.1026636,4985997.01384527
39.09298,109.89089,"zggn",12232997.9176196,4734998.92444163
39.09298,109.89089,"zggn",12232997.9176196,4734998.92444163
40.04377,124.33824,"zggn",13841269.5629318,4872304.85670504
30.97263,121.94869,"zggn",13575266.0737068,3629195.13776869
22.5346,113.99926,"zggn",12690339.57401,2575832.56958525
