设备,IMEI,时间,东西,经度,南北,纬度,速度,航向,高度,温度,电压,运动量,卫星,HDOP,VDOP,精度,有效性
S15M·C67·N066·190621_211126,039053549,2021-06-09 12:00:59,东经,118.3732500,北纬,39.0490100,0,13,7,36.12,4.203,3035,4,1.9,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-06-09 10:01:22,东经,118.3737800,北纬,39.0479000,0,0,57,36.72,4.14,0,6,1.6,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-09 08:02:06,东经,118.3732000,北纬,39.0486300,0,271,36,28.37,4.089,2133,4,5.3,0.9,C,可用
S15M·C67·N066·190621_211126,039053549,2021-06-09 06:00:51,东经,118.3706400,北纬,39.0505600,0,275,10,28.37,4.122,340,6,1.2,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-09 04:00:42,东经,118.3709100,北纬,39.0507600,0,46,4,28.01,4.146,231,8,0.9,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-09 02:00:42,东经,118.3708800,北纬,39.0506700,0,315,9,28.81,4.155,103,8,1,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-09 00:00:51,东经,118.3705300,北纬,39.0507500,0,279,37,28.16,4.158,121,8,1.2,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-08 22:00:42,东经,118.3707800,北纬,39.0506200,0,0,0,27.53,4.17,3801,9,1,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-08 20:03:00,东经,118.3736500,北纬,39.0493900,0,226,120,31.75,4.128,1107,7,1.3,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-08 14:02:00,东经,118.3735700,北纬,39.0486800,0,199,19,33.87,4.194,495,9,1,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-08 12:01:24,东经,118.3740500,北纬,39.0501500,0,263,5,32.03,4.194,145,7,0.9,0.7,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-08 08:01:46,东经,118.3755600,北纬,39.0491300,0,298,139,27,4.119,1994,5,2,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-06-08 06:01:08,东经,118.3707800,北纬,39.0506900,0,290,9,27.25,4.143,159,6,1.2,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-08 04:00:32,东经,118.3708700,北纬,39.0509000,0,60,128,28.16,4.17,152,8,0.9,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-08 02:00:26,东经,118.3711200,北纬,39.0512500,0,0,24,28.18,4.176,109,8,1,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-08 00:00:24,东经,118.3708600,北纬,39.0509200,0,0,54,28.85,4.179,413,9,1,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-07 22:00:24,东经,118.3708300,北纬,39.0509800,0,0,20,26.05,4.182,1538,8,1,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-07 20:00:42,东经,118.3726700,北纬,39.0503200,0,98,97,28,4.203,2178,10,0.8,0.7,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-07 18:00:43,东经,118.3734400,北纬,39.0485500,0,201,11,29.52,4.206,46,9,1,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-07 16:00:32,东经,118.3728100,北纬,39.0495200,0,139,30,30.62,4.209,2001,9,1.1,0.7,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-07 14:00:41,东经,118.3728000,北纬,39.0497400,0,66,175,23.13,4.2,121,12,0.8,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-07 12:00:55,东经,118.3797500,北纬,39.0453500,0,260,155,32.22,4.203,1050,15,1.1,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-07 10:00:44,东经,118.3820800,北纬,39.0472900,0,263,215,30.37,4.119,1765,6,1.2,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-07 08:00:52,东经,118.3710600,北纬,39.0534900,0,242,486,29.37,4.071,2307,6,1,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-07 06:00:30,东经,118.3704300,北纬,39.0575800,0,48,3361,27.5,4.077,375,5,1.2,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-07 04:01:08,东经,118.3687100,北纬,39.0503400,0,0,0,27.23,4.061,534,5,1.7,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-06-07 02:00:42,东经,118.3691900,北纬,39.0502500,0,0,11,30.25,4.095,77,7,1.4,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-07 00:02:14,东经,118.3690000,北纬,39.0504300,0,245,8,28.72,4.107,590,7,2,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-06-06 22:01:36,东经,118.3689400,北纬,39.0503400,0,275,24,28.87,4.131,15,5,5.2,0.9,C,可用
S15M·C67·N066·190621_211126,039053549,2021-06-06 16:01:59,东经,118.3729900,北纬,39.0487500,0,66,28,35,4.188,4041,4,5.5,0.9,C,可用
S15M·C67·N066·190621_211126,039053549,2021-06-06 14:01:23,东经,118.3732800,北纬,39.0484600,0,193,37,38.11,4.2,290,6,2.5,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-06-06 10:01:30,东经,118.3733800,北纬,39.0488000,0,246,35,35.83,4.194,2524,4,2.6,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-06-06 06:01:08,东经,118.3707000,北纬,39.0497800,0,318,28,29.12,4.116,1036,4,1.3,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-06 04:00:53,东经,118.3685600,北纬,39.0504700,0,52,2,30.03,4.161,153,5,1.9,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-06-06 02:00:42,东经,118.3687100,北纬,39.0506600,0,0,4,29.62,4.17,306,8,0.9,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-06 00:00:42,东经,118.3687800,北纬,39.0507700,0,353,3,29.12,4.176,579,5,1.6,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-05 22:01:21,东经,118.3689200,北纬,39.0504200,0,168,10,28.5,4.176,265,5,1.6,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-05 20:01:07,东经,118.3734100,北纬,39.0486600,0,14,21,34.75,4.191,2956,4,2,1,B,可用
S15M·C67·N066·190621_211126,039053549,2021-06-05 18:00:45,东经,118.3734700,北纬,39.0485200,0,42,13,36.71,4.209,3643,5,1.5,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-05 16:02:22,东经,118.3734600,北纬,39.0485700,0,177,13,38.57,4.188,2497,3,4,1,C,可用
S15M·C67·N066·190621_211126,039053549,2021-06-05 14:00:51,东经,118.3735700,北纬,39.0485300,0,126,12,41.16,4.212,2932,7,1.1,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-05 12:02:36,东经,118.3735700,北纬,39.0484300,0,199,21,38.26,4.146,3456,4,2.7,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-06-05 08:02:12,东经,118.3736400,北纬,39.0485100,0,6,3,30.25,4.071,3618,5,1.4,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-05 06:00:52,东经,118.3694500,北纬,39.0501700,0,190,23,28.12,4.122,477,5,1.3,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-05 04:00:42,东经,118.3685500,北纬,39.0507400,0,235,1,27.5,4.131,97,5,2.3,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-06-05 02:00:43,东经,118.3687000,北纬,39.0508200,0,0,7,26.97,4.14,66,5,1.4,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-05 00:01:32,东经,118.3683200,北纬,39.0505800,0,209,22,28.36,4.122,1190,5,2.3,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-06-04 22:00:26,东经,118.3683900,北纬,39.0510100,0,0,61,26.62,4.188,990,4,1.6,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-04 20:02:13,东经,118.3735600,北纬,39.0486100,0,201,11,34.38,4.182,3244,4,2.4,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-06-04 10:02:07,东经,118.3736000,北纬,39.0487100,0,4,19,31.91,4.188,1147,3,1.9,1,B,可用
S15M·C67·N066·190621_211126,039053549,2021-06-04 06:00:42,东经,118.3694700,北纬,39.0498200,0,0,6,25.87,4.131,639,5,1.2,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-04 04:00:43,东经,118.3686800,北纬,39.0508700,0,111,27,26.5,4.137,170,4,2.5,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-06-04 02:00:42,东经,118.3686300,北纬,39.0508700,0,142,4,27.13,4.143,78,6,1.1,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-04 00:01:37,东经,118.3687400,北纬,39.0509200,0,131,2,26.87,4.158,989,4,2.8,1,B,可用
S15M·C67·N066·190621_211126,039053549,2021-06-03 22:00:43,东经,118.3710900,北纬,39.0511100,0,291,12,28.85,4.188,3633,4,2.2,1,B,可用
S15M·C67·N066·190621_211126,039053549,2021-06-03 20:01:42,东经,118.3736600,北纬,39.0485300,0,330,2,31.61,4.182,3502,7,1.2,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-03 10:01:21,东经,118.3733700,北纬,39.0482300,3.4,194,0,28.87,4.125,3324,4,2.6,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-06-03 08:01:47,东经,118.3735700,北纬,39.0485200,0,0,11,32.87,4.059,0,6,2,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-06-03 06:01:31,东经,118.3753000,北纬,39.0498500,0,218,56,32.87,4.074,0,4,1.9,1,B,可用
S15M·C67·N066·190621_211126,039053549,2021-06-03 04:02:00,东经,118.3752100,北纬,39.0504000,1.8,72,9,27.63,4.098,158,5,2.1,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-06-03 02:00:51,东经,118.3755500,北纬,39.0504100,0,4,8,28.93,4.131,176,5,1.1,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-03 00:01:13,东经,118.3756300,北纬,39.0501700,1.5,180,17,27.25,4.128,292,5,2.7,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-06-02 18:01:09,东经,118.3736300,北纬,39.0485200,0,296,12,32.98,4.182,2396,5,2.2,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-06-02 14:00:43,东经,118.3735100,北纬,39.0485400,0,62,74,30.12,4.203,2904,5,1.2,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-02 12:01:46,东经,118.3735100,北纬,39.0485300,0,246,15,33.25,4.188,3799,4,2.3,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-06-02 10:02:39,东经,118.3735300,北纬,39.0486400,0,0,14,33.63,4.134,3193,4,2,1,B,可用
S15M·C67·N066·190621_211126,039053549,2021-06-02 08:01:22,东经,118.3736000,北纬,39.0485200,0,293,14,30.75,4.05,3806,5,1.1,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-02 06:01:08,东经,118.3756000,北纬,39.0500300,0,0,69,25.25,4.034,519,5,1.3,1,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-02 04:00:36,东经,118.3752300,北纬,39.0506100,0,98,18,26.18,4.104,229,5,1.7,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-06-02 02:01:43,东经,118.3756000,北纬,39.0505600,0,0,0,32.5,4.104,0,6,1.3,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-02 00:01:15,东经,118.3756200,北纬,39.0509300,0,24,9,28.75,4.125,447,6,1.1,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-01 22:01:42,东经,118.3755700,北纬,39.0503500,0,248,24,27.25,4.143,2430,6,1.7,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-06-01 12:02:22,东经,118.3736500,北纬,39.0486800,0,52,2,34.63,4.188,3153,5,1.3,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-01 10:02:34,东经,118.3740900,北纬,39.0485200,0,68,29,32,4.125,3083,3,2.4,1,B,可用
S15M·C67·N066·190621_211126,039053549,2021-06-01 08:00:44,东经,118.3739500,北纬,39.0487400,0,222,1,30.5,4.053,3214,4,2.1,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-06-01 06:00:51,东经,118.3752400,北纬,39.0500400,0,40,28,28,4.044,594,5,1.5,1,A,可用
S15M·C67·N066·190621_211126,039053549,2021-06-01 00:02:01,东经,118.3754200,北纬,39.0504200,0,0,48,28.25,4.077,250,5,2.1,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-05-31 22:01:30,东经,118.3759200,北纬,39.0503100,0,267,38,27.52,3.897,2323,4,2.1,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-05-31 06:01:22,东经,118.3753300,北纬,39.0531800,0,134,1,25.5,4.074,328,5,1.7,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-05-31 04:00:42,东经,118.3753000,北纬,39.0531400,0,0,15,27.12,4.11,32,5,1.6,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-31 02:00:47,东经,118.3751400,北纬,39.0533600,0,30,26,27,4.119,6,6,1.6,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-31 00:01:14,东经,118.3753600,北纬,39.0530800,0,178,3,24.35,4.107,836,5,3.4,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-05-30 22:03:12,东经,118.3756000,北纬,39.0529700,0,122,65,25.16,4.107,702,5,1.9,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-05-30 14:02:22,东经,118.3767200,北纬,39.0534600,0,0,8,35.12,4.194,3344,4,2.4,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-05-30 10:02:06,东经,118.3772000,北纬,39.0532000,0,6,29,27.28,4.056,2512,4,2.3,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-05-30 02:00:43,东经,118.3778100,北纬,39.0554900,0,0,8,28.53,4.164,1276,6,1.5,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-30 00:00:46,东经,118.3776600,北纬,39.0554200,1.6,206,35,24.2,4.167,481,5,3.1,1,B,可用
S15M·C67·N066·190621_211126,039053549,2021-05-29 22:02:00,东经,118.3775600,北纬,39.0554900,2.7,259,10,25.13,4.17,88,4,4,0.9,C,可用
S15M·C67·N066·190621_211126,039053549,2021-05-29 20:02:06,东经,118.3782000,北纬,39.0543900,0,258,3,29.25,4.179,70,6,1.2,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-29 10:01:08,东经,118.3896200,北纬,39.0595100,0,109,25,27.18,4.032,2713,4,2.5,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-05-29 08:01:21,东经,118.3964500,北纬,39.0549600,0,77,8,26.82,4.008,15,4,2.3,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-05-29 06:03:07,东经,118.3965000,北纬,39.0549200,0,118,7,35.58,4.034,0,5,1.7,0.8,B,可用
S15M·C67·N066·190621_211126,039053549,2021-05-29 04:01:22,东经,118.3898600,北纬,39.0589800,0,343,10,28.66,4.061,3310,5,1.3,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-29 02:02:22,东经,118.3893400,北纬,39.0596300,0,229,112,28.25,4.08,1375,6,1.1,1,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-29 00:01:24,东经,118.3896900,北纬,39.0593200,0,334,87,29.06,4.107,346,5,2.2,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-05-28 20:02:38,东经,118.3895600,北纬,39.0598600,0,30,85,31.18,4.17,833,4,1.6,1,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-28 18:01:30,东经,118.3893000,北纬,39.0594400,0,228,27,33,4.191,2858,5,1.4,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-28 16:02:21,东经,118.3963500,北纬,39.0548400,0,118,40,37.87,4.188,3441,5,1.5,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-28 14:02:56,东经,118.3895300,北纬,39.0592900,0,83,49,33.75,4.179,2985,4,2.5,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-05-28 06:01:08,东经,118.3895500,北纬,39.0594400,0,289,5,24.62,4.044,202,4,1.8,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-05-28 04:01:13,东经,118.3894400,北纬,39.0592700,0,193,25,24.67,4.056,411,4,1.9,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-05-28 02:02:43,东经,118.3895900,北纬,39.0594300,0,144,2,25.26,4.083,408,4,1.3,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-28 00:01:23,东经,118.3896900,北纬,39.0593000,0,0,14,28.01,4.116,414,6,1.6,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-27 18:02:32,东经,118.3896900,北纬,39.0598200,0,0,50,29.21,4.176,1877,5,4.4,0.9,C,可用
S15M·C67·N066·190621_211126,039053549,2021-05-27 14:02:12,东经,118.3894500,北纬,39.0593000,0,105,55,36.12,4.188,217,4,1.5,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-27 10:01:42,东经,118.3896100,北纬,39.0594200,0,0,21,33.12,4.107,164,4,1.7,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-05-27 06:01:27,东经,118.3892700,北纬,39.0598300,0,328,154,25.75,4.011,202,4,1.7,1,B,可用
S15M·C67·N066·190621_211126,039053549,2021-05-27 04:00:34,东经,118.3893100,北纬,39.0593900,0,0,24,26.01,4.053,1738,6,1.2,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-27 02:01:58,东经,118.3959000,北纬,39.0556300,0,108,7,28.5,4.044,3214,6,1.3,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-27 00:03:06,东经,118.3957500,北纬,39.0556700,0,268,64,28.77,4.017,2922,4,1.4,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-26 10:01:23,东经,118.3901200,北纬,39.0611000,0,246,74,36.5,4.122,463,5,2,0.8,B,可用
S15M·C67·N066·190621_211126,039053549,2021-05-26 08:00:43,东经,118.3908000,北纬,39.0593500,0,94,3,28.5,4.065,1016,4,3.1,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-05-26 06:00:51,东经,118.3893500,北纬,39.0594200,0,84,22,27.37,4.061,72,6,2.1,0.8,B,可用
S15M·C67·N066·190621_211126,039053549,2021-05-26 04:00:42,东经,118.3894800,北纬,39.0595000,0,0,28,25.62,4.067,2244,4,2.7,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-05-25 22:01:51,东经,118.3867300,北纬,39.0281100,0,0,15,28.35,4.143,3832,4,1.3,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-25 20:02:12,东经,118.3847800,北纬,39.0287600,2.5,108,23,32.34,4.17,3856,6,1.9,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-05-25 14:02:06,东经,118.3882200,北纬,39.0605200,0,281,11,33.5,4.197,581,4,4.5,0.9,C,可用
S15M·C67·N066·190621_211126,039053549,2021-05-25 08:00:42,东经,118.3895000,北纬,39.0595600,0,36,13,25.62,4.011,173,5,1.3,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-25 06:01:55,东经,118.3891900,北纬,39.0591500,0,66,16,23.46,3.966,2832,4,2,1,B,可用
S15M·C67·N066·190621_211126,039053549,2021-05-25 04:03:12,东经,118.3868300,北纬,39.0302200,0,146,45,29.41,4.001,2921,6,1.2,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-24 22:01:48,东经,118.3868400,北纬,39.0282400,1.5,58,47,30.62,4.143,4072,4,1.5,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-24 20:01:42,东经,118.3873100,北纬,39.0280600,0,322,121,30.5,4.179,1405,6,1.1,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-24 18:02:24,东经,118.3896000,北纬,39.0595400,0,236,29,29.08,4.176,161,5,1.4,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-24 16:01:22,东经,118.3894600,北纬,39.0599600,0,215,0,39.63,4.194,350,8,1,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-24 14:02:36,东经,118.3903000,北纬,39.0593200,1.5,35,43,34.51,4.197,3725,7,1.2,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-24 10:02:24,东经,118.3887200,北纬,39.0596800,0,295,281,30.12,4.185,832,7,1.1,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-24 08:01:21,东经,118.3896000,北纬,39.0594200,0,297,15,29.01,4.101,743,9,0.9,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-24 06:01:43,东经,118.3886300,北纬,39.0306500,0,0,45,32.25,4.116,0,7,1,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-24 04:00:45,东经,118.3882400,北纬,39.0307500,0,43,3,26.5,4.143,187,6,1.6,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-24 02:00:43,东经,118.3888800,北纬,39.0309900,0,144,49,28.23,4.149,4020,7,1.1,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-24 00:01:35,东经,118.3888300,北纬,39.0314600,0,329,43,28.28,4.14,3270,5,1.4,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-23 22:01:17,东经,118.3888600,北纬,39.0306100,0,297,1,30.12,4.167,21,4,1.8,1,B,可用
S15M·C67·N066·190621_211126,039053549,2021-05-23 20:01:09,东经,118.3897700,北纬,39.0604000,3.1,341,46,29.62,4.188,88,6,1,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-23 18:02:30,东经,118.3893500,北纬,39.0592700,0,221,31,33.62,4.188,154,5,1.5,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-23 16:01:21,东经,118.3901400,北纬,39.0592100,1.8,187,66,28.62,4.194,609,7,1.7,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-05-23 14:00:49,东经,118.3897800,北纬,39.0596400,0,0,63,33.37,4.125,1191,5,1.5,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-23 12:00:31,东经,118.3897900,北纬,39.0599700,0,189,95,24.87,3.99,1098,7,1.1,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-23 10:00:42,东经,118.3901500,北纬,39.0599100,1.7,201,20,29.36,3.993,3440,6,1.2,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-23 08:01:01,东经,118.3902400,北纬,39.0612200,0,0,329,27.61,3.987,256,7,1,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-23 06:00:42,东经,118.3895600,北纬,39.0595600,0,21,55,29.5,4.026,2748,5,2.1,0.9,B,可用
S15M·C67·N066·190621_211126,039053549,2021-05-23 04:00:34,东经,118.3889800,北纬,39.0312200,0,290,0,30,4.059,3033,6,1.2,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-23 02:02:00,东经,118.3887400,北纬,39.0310900,0,88,4,31.12,4.053,2446,7,1.1,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-22 20:01:30,东经,118.3895300,北纬,39.0593600,0,28,42,31.83,4.191,1010,5,1.1,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-22 18:01:36,东经,118.3906600,北纬,39.0596200,1.5,279,59,36.83,4.194,117,5,1.3,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-22 14:01:36,东经,118.3900600,北纬,39.0592200,0,0,31,37.25,4.194,211,5,5.2,0.9,C,可用
S15M·C67·N066·190621_211126,039053549,2021-05-22 12:00:43,东经,118.3881800,北纬,39.0599600,0,135,464,34.12,4.203,282,5,1.3,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-22 10:00:39,东经,118.3900800,北纬,39.0599900,0,41,25,33.65,4.179,2041,6,1.3,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-22 08:00:28,东经,118.3900400,北纬,39.0594200,0,109,4,30.46,4.086,69,7,1.1,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-22 04:01:35,东经,118.3887600,北纬,39.0309600,0,59,1,31.12,4.107,3243,6,1.2,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-22 02:00:28,东经,118.3888300,北纬,39.0316100,0,140,30,30.12,4.128,2711,8,1,0.8,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-22 00:01:36,东经,118.3887900,北纬,39.0312000,0,327,51,29.76,4.116,2243,6,1.4,0.9,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-21 22:02:05,东经,118.3888200,北纬,39.0313300,0,121,20,28.38,4.122,1964,4,1.6,1,A,可用
S15M·C67·N066·190621_211126,039053549,2021-05-21 08:00:50,东经,118.3891500,北纬,39.0593800,1.6,30,11,27.75,3.969,593,4,5.2,0.9,C,可用
