设备,IMEI,时间,东西,经度,南北,纬度,速度,航向,高度,温度,电压,运动量,卫星,HDOP,VDOP,精度,有效性,,纬度,经度,gps
H51M·G59·N047·190528-220505,31993205,2021/1/28 16:00,东经,116.64965,北纬,29.00546,0,3,10,35.84,3.736,0,4,1.4,0.9,A,可用,,29.00546,116.64965,gps
H51M·G59·N047·190528-220505,31993205,2021/1/26 8:00,东经,116.66042,北纬,29.01705,0,184,13,28.72,3.648,0,6,0.9,0.9,A,可用,,29.01705,116.66042,gps
H51M·G59·N047·190528-220505,31993205,2021/1/26 6:01,东经,116.65617,北纬,29.01493,0,189,17,29.76,3.656,0,4,2.8,0.9,B,可用,,29.01493,116.65617,gps
H51M·G59·N047·190528-220505,31993205,2021/1/26 4:01,东经,116.65179,北纬,29.01353,0,237,44,30.66,3.671,0,7,1,0.9,A,可用,,29.01353,116.65179,gps
H51M·G59·N047·190528-220505,31993205,2021/1/26 2:01,东经,116.64994,北纬,29.00602,0,177,12,28.36,3.686,0,5,3.4,0.9,B,可用,,29.00602,116.64994,gps
H51M·G59·N047·190528-220505,31993205,2021/1/26 0:00,东经,116.64954,北纬,29.00638,0,157,18,29.65,3.693,0,4,1.6,0.9,A,可用,,29.00638,116.64954,gps
H51M·G59·N047·190528-220505,31993205,2021/1/25 22:00,东经,116.64919,北纬,29.00678,0,52,6,29.88,3.699,0,5,1.4,0.9,A,可用,,29.00678,116.64919,gps
H51M·G59·N047·190528-220505,31993205,2021/1/25 20:00,东经,116.66072,北纬,29.0173,0,164,33,31.52,3.705,0,6,1.2,0.9,A,可用,,29.0173,116.66072,gps
H51M·G59·N047·190528-220505,31993205,2021/1/25 18:01,东经,116.65902,北纬,29.0159,0,52,1,31.18,3.714,0,6,1.1,0.8,A,可用,,29.0159,116.65902,gps
H51M·G59·N047·190528-220505,31993205,2021/1/25 16:00,东经,116.65561,北纬,29.01453,1.8,278,66,31.99,3.723,0,6,0.9,0.9,A,可用,,29.01453,116.65561,gps
H51M·G59·N047·190528-220505,31993205,2021/1/25 14:00,东经,116.65889,北纬,29.0158,0,239,6,31.44,3.728,0,6,1.1,0.8,A,可用,,29.0158,116.65889,gps
H51M·G59·N047·190528-220505,31993205,2021/1/25 12:00,东经,116.65576,北纬,29.01463,0,257,24,31.89,3.728,0,8,1.2,0.9,A,可用,,29.01463,116.65576,gps
H51M·G59·N047·190528-220505,31993205,2021/1/25 10:01,东经,116.65951,北纬,29.01638,0,194,7,32.76,3.734,0,6,1.2,0.9,A,可用,,29.01638,116.65951,gps
H51M·G59·N047·190528-220505,31993205,2021/1/25 8:00,东经,116.65975,北纬,29.01652,0,152,11,29.79,3.738,0,7,1.2,0.9,A,可用,,29.01652,116.65975,gps
H51M·G59·N047·190528-220505,31993205,2021/1/25 6:00,东经,116.66727,北纬,28.93709,1.9,278,3,31.31,3.74,0,5,2,0.9,B,可用,,28.93709,116.66727,gps
H51M·G59·N047·190528-220505,31993205,2021/1/25 4:00,东经,116.65703,北纬,28.93817,0,32,13,30.02,3.747,0,5,1.2,0.8,A,可用,,28.93817,116.65703,gps
H51M·G59·N047·190528-220505,31993205,2021/1/25 2:01,东经,116.66378,北纬,28.93655,0,29,8,34.11,3.752,0,6,1.2,0.8,A,可用,,28.93655,116.66378,gps
H51M·G59·N047·190528-220505,31993205,2021/1/25 0:00,东经,116.65246,北纬,28.93412,0,108,13,30.37,3.757,0,4,2.2,1,B,可用,,28.93412,116.65246,gps
H51M·G59·N047·190528-220505,31993205,2021/1/24 22:01,东经,116.65725,北纬,28.93776,2.3,346,10,31.52,3.765,0,4,3.4,5.3,B,可用,,28.93776,116.65725,gps
H51M·G59·N047·190528-220505,31993205,2021/1/24 20:00,东经,116.65968,北纬,29.01664,1.9,170,6,32.22,3.772,0,4,2.5,0.9,B,可用,,29.01664,116.65968,gps
H51M·G59·N047·190528-220505,31993205,2021/1/24 18:01,东经,116.6559,北纬,29.01473,2.4,133,3,35.82,3.782,0,5,2.3,0.9,B,可用,,29.01473,116.6559,gps
H51M·G59·N047·190528-220505,31993205,2021/1/24 16:01,东经,116.65585,北纬,29.01484,1.5,232,30,39.39,3.771,0,5,1.1,0.9,A,可用,,29.01484,116.65585,gps
H51M·G59·N047·190528-220505,31993205,2021/1/24 14:00,东经,116.65559,北纬,29.01445,2,269,8,33.91,3.737,0,4,2.1,0.9,B,可用,,29.01445,116.65559,gps
H51M·G59·N047·190528-220505,31993205,2021/1/24 12:00,东经,116.65559,北纬,29.01443,0,186,16,34.8,3.717,0,7,1.2,0.9,A,可用,,29.01443,116.65559,gps
H51M·G59·N047·190528-220505,31993205,2021/1/24 8:00,东经,116.65126,北纬,29.01382,0,166,4,28.3,3.721,0,7,1,0.9,A,可用,,29.01382,116.65126,gps
H51M·G59·N047·190528-220505,31993205,2021/1/24 6:01,东经,116.65131,北纬,29.01372,0,138,26,29.87,3.726,0,3,3.1,1,B,可用,,29.01372,116.65131,gps
H51M·G59·N047·190528-220505,31993205,2021/1/24 4:00,东经,116.65192,北纬,29.01377,0,91,14,29.4,3.728,0,7,1.1,0.9,A,可用,,29.01377,116.65192,gps
H51M·G59·N047·190528-220505,31993205,2021/1/24 2:01,东经,116.65065,北纬,29.01381,0,163,5,29.67,3.733,0,8,1.1,0.9,A,可用,,29.01381,116.65065,gps
H51M·G59·N047·190528-220505,31993205,2021/1/24 0:01,东经,116.65195,北纬,29.01382,0,102,13,29.94,3.739,0,6,1.2,0.8,A,可用,,29.01382,116.65195,gps
H51M·G59·N047·190528-220505,31993205,2021/1/23 22:01,东经,116.65005,北纬,29.01279,2,2,151,30.01,3.75,0,3,2,1,B,可用,,29.01279,116.65005,gps
H51M·G59·N047·190528-220505,31993205,2021/1/23 20:00,东经,116.66001,北纬,29.01663,0,24,1,32.32,3.753,0,6,0.9,0.9,A,可用,,29.01663,116.66001,gps
H51M·G59·N047·190528-220505,31993205,2021/1/23 18:01,东经,116.65569,北纬,29.01456,0,147,8,33.7,3.761,0,5,1.4,2.5,A,可用,,29.01456,116.65569,gps
H51M·G59·N047·190528-220505,31993205,2021/1/23 16:00,东经,116.65989,北纬,29.01667,0,288,4,29.39,3.756,0,8,0.9,0.8,A,可用,,29.01667,116.65989,gps
H51M·G59·N047·190528-220505,31993205,2021/1/23 14:00,东经,116.65556,北纬,29.01457,0,155,12,33.59,3.753,0,6,1.2,0.8,A,可用,,29.01457,116.65556,gps
H51M·G59·N047·190528-220505,31993205,2021/1/23 12:00,东经,116.65556,北纬,29.01445,0,157,6,34.34,3.755,0,8,1.2,0.9,A,可用,,29.01445,116.65556,gps
H51M·G59·N047·190528-220505,31993205,2021/1/23 8:00,东经,116.652,北纬,29.01386,0,176,2,30.68,3.745,0,8,1.3,0.8,A,可用,,29.01386,116.652,gps
H51M·G59·N047·190528-220505,31993205,2021/1/23 6:00,东经,116.65189,北纬,29.01383,0,259,12,30.36,3.749,0,5,1.4,0.9,A,可用,,29.01383,116.65189,gps
H51M·G59·N047·190528-220505,31993205,2021/1/23 4:00,东经,116.65557,北纬,29.01424,1.9,8,64,31.21,3.75,0,5,1.8,5.5,B,可用,,29.01424,116.65557,gps
H51M·G59·N047·190528-220505,31993205,2021/1/23 2:01,东经,116.65556,北纬,29.01452,0,347,3,30.86,3.758,0,7,0.9,0.8,A,可用,,29.01452,116.65556,gps
H51M·G59·N047·190528-220505,31993205,2021/1/23 0:00,东经,116.65584,北纬,29.01438,2.2,139,20,31.69,3.759,0,5,4,0.8,C,可用,,29.01438,116.65584,gps
H51M·G59·N047·190528-220505,31993205,2021/1/22 22:01,东经,116.65585,北纬,29.01472,0,182,8,31.49,3.766,0,7,1.2,0.9,A,可用,,29.01472,116.65585,gps
H51M·G59·N047·190528-220505,31993205,2021/1/22 20:01,东经,116.65573,北纬,29.01447,0,5,7,32.91,3.772,0,5,1.8,0.9,B,可用,,29.01447,116.65573,gps
H51M·G59·N047·190528-220505,31993205,2021/1/22 18:00,东经,116.65555,北纬,29.01444,4.6,225,4,32.12,3.777,0,5,3.1,0.9,B,可用,,29.01444,116.65555,gps
H51M·G59·N047·190528-220505,31993205,2021/1/22 16:01,东经,116.65568,北纬,29.01475,0,256,1,32.5,3.792,0,8,0.9,0.8,A,可用,,29.01475,116.65568,gps
H51M·G59·N047·190528-220505,31993205,2021/1/22 14:00,东经,116.65555,北纬,29.0145,0,28,7,31.69,3.792,0,4,1.9,0.9,B,可用,,29.0145,116.65555,gps
H51M·G59·N047·190528-220505,31993205,2021/1/22 12:00,东经,116.65564,北纬,29.01448,4.7,269,54,31.7,3.789,0,4,2.9,1,B,可用,,29.01448,116.65564,gps
H51M·G59·N047·190528-220505,31993205,2021/1/22 10:01,东经,116.65577,北纬,29.01467,0,256,7,31.24,3.792,0,7,1,0.8,A,可用,,29.01467,116.65577,gps
H51M·G59·N047·190528-220505,31993205,2021/1/22 6:01,东经,116.60526,北纬,29.00554,1.6,18,21,28.91,3.809,0,4,1.3,1,A,可用,,29.00554,116.60526,gps
H51M·G59·N047·190528-220505,31993205,2021/1/22 4:00,东经,116.60519,北纬,29.0056,1.9,243,22,31.49,3.813,0,4,2.3,0.9,B,可用,,29.0056,116.60519,gps
H51M·G59·N047·190528-220505,31993205,2021/1/22 2:01,东经,116.60519,北纬,29.00554,1.5,222,15,31.64,3.823,0,7,1,0.8,A,可用,,29.00554,116.60519,gps
H51M·G59·N047·190528-220505,31993205,2021/1/22 0:01,东经,116.60486,北纬,29.00461,0,342,5,31.22,3.834,0,7,0.9,0.9,A,可用,,29.00461,116.60486,gps
H51M·G59·N047·190528-220505,31993205,2021/1/21 20:00,东经,116.65552,北纬,29.01447,0,350,6,32.95,3.865,0,4,1.3,4.1,A,可用,,29.01447,116.65552,gps
H51M·G59·N047·190528-220505,31993205,2021/1/21 16:01,东经,116.65617,北纬,29.01501,1.9,350,59,34.03,3.89,0,4,1.4,0.9,A,可用,,29.01501,116.65617,gps
H51M·G59·N047·190528-220505,31993205,2021/1/21 14:01,东经,116.65549,北纬,29.01461,2.8,263,1,36.84,3.872,0,5,3.1,0.9,B,可用,,29.01461,116.65549,gps
H51M·G59·N047·190528-220505,31993205,2021/1/21 12:00,东经,116.65121,北纬,29.01394,0,111,8,37.44,3.856,0,8,1.1,0.8,A,可用,,29.01394,116.65121,gps
H51M·G59·N047·190528-220505,31993205,2021/1/21 10:00,东经,116.65215,北纬,29.01373,0,199,11,30.04,3.83,0,6,1.3,0.9,A,可用,,29.01373,116.65215,gps
H51M·G59·N047·190528-220505,31993205,2021/1/21 8:00,东经,116.65108,北纬,29.01391,0,245,9,31.08,3.834,0,8,1.3,0.8,A,可用,,29.01391,116.65108,gps
H51M·G59·N047·190528-220505,31993205,2021/1/21 6:02,东经,116.7422,北纬,29.04232,0,151,12,34.98,3.859,0,7,1,0.8,A,可用,,29.04232,116.7422,gps
H51M·G59·N047·190528-220505,31993205,2021/1/21 4:01,东经,116.74207,北纬,29.04187,0,350,151,33.77,3.876,0,3,1.6,1,A,可用,,29.04187,116.74207,gps
H51M·G59·N047·190528-220505,31993205,2021/1/21 2:01,东经,116.74202,北纬,29.04289,0,100,9,33.35,3.897,0,6,1.1,0.8,A,可用,,29.04289,116.74202,gps
H51M·G59·N047·190528-220505,31993205,2021/1/21 0:01,东经,116.74276,北纬,29.04111,2.6,264,18,32.87,3.918,0,5,3.3,0.8,B,可用,,29.04111,116.74276,gps
H51M·G59·N047·190528-220505,31993205,2021/1/20 20:00,东经,116.65561,北纬,29.01447,2.9,162,16,33.12,3.942,0,6,1,0.9,A,可用,,29.01447,116.65561,gps
H51M·G59·N047·190528-220505,31993205,2021/1/20 18:01,东经,116.65599,北纬,29.01458,0,172,17,30.53,3.956,0,7,2.2,0.9,B,可用,,29.01458,116.65599,gps
H51M·G59·N047·190528-220505,31993205,2021/1/20 16:01,东经,116.65588,北纬,29.01472,0,141,19,40,3.964,0,5,1.5,0.9,A,可用,,29.01472,116.65588,gps
H51M·G59·N047·190528-220505,31993205,2021/1/20 14:00,东经,116.65546,北纬,29.01462,1.5,94,1,32.96,3.93,0,5,4,0.9,C,可用,,29.01462,116.65546,gps
H51M·G59·N047·190528-220505,31993205,2021/1/20 12:00,东经,116.65423,北纬,29.01418,0,353,0,34.14,3.894,0,7,1.2,0.8,A,可用,,29.01418,116.65423,gps
H51M·G59·N047·190528-220505,31993205,2021/1/20 10:00,东经,116.65496,北纬,29.01469,0,218,26,32.84,3.862,0,5,1.8,1,B,可用,,29.01469,116.65496,gps
H51M·G59·N047·190528-220505,31993205,2021/1/20 8:00,东经,116.65146,北纬,29.01389,0,231,12,28.89,3.871,0,5,1.5,0.9,A,可用,,29.01389,116.65146,gps
H51M·G59·N047·190528-220505,31993205,2021/1/20 6:01,东经,116.74172,北纬,29.04215,1.8,237,32,32.52,3.897,0,7,1.1,0.9,A,可用,,29.04215,116.74172,gps
H51M·G59·N047·190528-220505,31993205,2021/1/20 4:00,东经,116.74204,北纬,29.04168,0,2,3,30.46,3.91,0,5,1.7,0.9,B,可用,,29.04168,116.74204,gps
H51M·G59·N047·190528-220505,31993205,2021/1/20 2:01,东经,116.74179,北纬,29.04312,0,224,26,30.9,3.922,0,6,1.3,0.9,A,可用,,29.04312,116.74179,gps
H51M·G59·N047·190528-220505,31993205,2021/1/20 0:01,东经,116.74236,北纬,29.04167,0,24,6,30.65,3.937,0,7,1,0.9,A,可用,,29.04167,116.74236,gps
H51M·G59·N047·190528-220505,31993205,2021/1/19 22:00,东经,116.74044,北纬,29.04502,1.5,174,21,29.03,3.95,0,4,2.6,0.9,B,可用,,29.04502,116.74044,gps
H51M·G59·N047·190528-220505,31993205,2021/1/19 18:00,东经,116.58397,北纬,29.00344,0,33,4,29.79,3.978,0,5,1.1,0.9,A,可用,,29.00344,116.58397,gps
H51M·G59·N047·190528-220505,31993205,2021/1/19 16:00,东经,116.58216,北纬,29.00314,0,174,2,35.61,3.947,0,7,1,0.8,A,可用,,29.00314,116.58216,gps
H51M·G59·N047·190528-220505,31993205,2021/1/19 14:00,东经,116.58215,北纬,29.00316,0,251,3,40.93,3.878,0,5,1.2,0.8,A,可用,,29.00316,116.58215,gps
H51M·G59·N047·190528-220505,31993205,2021/1/19 12:00,东经,116.58305,北纬,29.00328,4.3,67,16,33.51,3.797,0,7,1.3,0.9,A,可用,,29.00328,116.58305,gps
H51M·G59·N047·190528-220505,31993205,2021/1/19 10:00,东经,116.58298,北纬,29.00314,0,324,23,28.17,3.785,0,5,1.3,0.8,A,可用,,29.00314,116.58298,gps
H51M·G59·N047·190528-220505,31993205,2021/1/19 8:00,东经,116.58787,北纬,29.00224,0,204,9,28.32,3.795,0,7,0.9,0.9,A,可用,,29.00224,116.58787,gps
H51M·G59·N047·190528-220505,31993205,2021/1/19 6:00,东经,116.58784,北纬,29.00222,0,351,7,28.95,3.799,0,8,1,0.8,A,可用,,29.00222,116.58784,gps
H51M·G59·N047·190528-220505,31993205,2021/1/19 4:00,东经,116.58775,北纬,29.00274,0,48,159,30.03,3.802,0,6,1.1,0.9,A,可用,,29.00274,116.58775,gps
H51M·G59·N047·190528-220505,31993205,2021/1/19 2:01,东经,116.48688,北纬,29.08094,0,185,1,24.39,3.815,0,6,1.2,0.8,A,可用,,29.08094,116.48688,gps
H51M·G59·N047·190528-220505,31993205,2021/1/19 0:00,东经,116.48232,北纬,29.07855,3.5,269,29,28.97,3.821,0,7,1,0.9,A,可用,,29.07855,116.48232,gps
H51M·G59·N047·190528-220505,31993205,2021/1/18 22:00,东经,116.48981,北纬,29.09612,0,169,17,24.81,3.839,0,6,1.1,0.7,A,可用,,29.09612,116.48981,gps
H51M·G59·N047·190528-220505,31993205,2021/1/18 20:00,东经,116.65138,北纬,29.01384,0,80,3,31.57,3.852,0,6,0.9,0.9,A,可用,,29.01384,116.65138,gps
H51M·G59·N047·190528-220505,31993205,2021/1/18 18:00,东经,116.65188,北纬,29.01406,0,236,16,37.18,3.841,0,5,1.2,0.8,A,可用,,29.01406,116.65188,gps
H51M·G59·N047·190528-220505,31993205,2021/1/18 16:00,东经,116.65195,北纬,29.01395,0,306,150,31.64,3.81,0,6,1.2,1.8,A,可用,,29.01395,116.65195,gps
H51M·G59·N047·190528-220505,31993205,2021/1/18 14:00,东经,116.65215,北纬,29.01379,1.5,224,7,37.19,3.779,0,7,1.3,0.8,A,可用,,29.01379,116.65215,gps
H51M·G59·N047·190528-220505,31993205,2021/1/18 12:00,东经,116.65179,北纬,29.01386,0,187,0,31.06,3.766,0,8,1,0.8,A,可用,,29.01386,116.65179,gps
H51M·G59·N047·190528-220505,31993205,2021/1/18 10:00,东经,116.66017,北纬,29.01678,1.7,204,45,28.41,3.756,0,7,1.1,0.8,A,可用,,29.01678,116.66017,gps
H51M·G59·N047·190528-220505,31993205,2021/1/18 8:01,东经,116.66002,北纬,29.01685,0,281,8,28.15,3.76,0,8,0.8,0.8,A,可用,,29.01685,116.66002,gps
H51M·G59·N047·190528-220505,31993205,2021/1/18 6:00,东经,116.65996,北纬,29.01675,0,4,18,24.58,3.764,0,9,1.1,0.7,A,可用,,29.01675,116.65996,gps
H51M·G59·N047·190528-220505,31993205,2021/1/17 20:00,东经,116.6556,北纬,29.01421,0,165,50,31.47,3.795,0,6,1,0.9,A,可用,,29.01421,116.6556,gps
H51M·G59·N047·190528-220505,31993205,2021/1/17 18:00,东经,116.6559,北纬,29.0148,0,309,28,29.65,3.81,0,6,1.1,1.3,A,可用,,29.0148,116.6559,gps
H51M·G59·N047·190528-220505,31993205,2021/1/17 16:00,东经,116.66066,北纬,29.0167,3.4,351,89,38.44,3.801,0,6,1.3,2.4,A,可用,,29.0167,116.66066,gps
H51M·G59·N047·190528-220505,31993205,2021/1/17 14:00,东经,116.65988,北纬,29.01675,2.4,153,7,37.4,3.74,0,7,1.2,0.8,A,可用,,29.01675,116.65988,gps
H51M·G59·N047·190528-220505,31993205,2021/1/17 12:00,东经,116.65102,北纬,29.01379,0,52,29,31.71,3.648,0,7,1.4,0.9,A,可用,,29.01379,116.65102,gps
H51M·G59·N047·190528-220505,31993205,2021/1/17 8:00,东经,116.66042,北纬,29.01713,0,192,32,26.98,3.532,0,5,1.1,0.9,A,可用,,29.01713,116.66042,gps
H51M·G59·N047·190528-220505,31993205,2021/1/17 6:00,东经,116.74226,北纬,29.04173,0,33,5,29.43,3.561,0,7,1.4,0.7,A,可用,,29.04173,116.74226,gps
H51M·G59·N047·190528-220505,31993205,2021/1/17 4:01,东经,116.74163,北纬,29.04222,0,5,13,30.12,3.631,0,10,0.9,0.8,A,可用,,29.04222,116.74163,gps
H51M·G59·N047·190528-220505,31993205,2021/1/17 0:00,东经,116.74165,北纬,29.04186,0,284,10,27.99,3.644,0,8,0.9,0.9,A,可用,,29.04186,116.74165,gps
H51M·G59·N047·190528-220505,31993205,2021/1/16 22:00,东经,116.74233,北纬,29.04121,1.5,26,42,26.94,3.648,0,8,1,0.7,A,可用,,29.04121,116.74233,gps
H51M·G59·N047·190528-220505,31993205,2021/1/16 20:01,东经,116.66115,北纬,29.01851,0,247,2,29.65,3.661,0,6,1.2,2.2,A,可用,,29.01851,116.66115,gps
H51M·G59·N047·190528-220505,31993205,2021/1/16 18:00,东经,116.65971,北纬,29.01672,0,2,15,29.7,3.683,0,5,1.5,0.8,A,可用,,29.01672,116.65971,gps
H51M·G59·N047·190528-220505,31993205,2021/1/16 16:00,东经,116.66044,北纬,29.01704,0,24,110,35.01,3.685,0,6,1.1,0.9,A,可用,,29.01704,116.66044,gps
H51M·G59·N047·190528-220505,31993205,2021/1/16 14:00,东经,116.66008,北纬,29.01684,2.5,16,5,31.98,3.667,0,8,0.9,0.7,A,可用,,29.01684,116.66008,gps
H51M·G59·N047·190528-220505,31993205,2021/1/16 12:00,东经,116.66048,北纬,29.01698,0,8,16,32.69,3.551,0,8,1.1,0.8,A,可用,,29.01698,116.66048,gps
H51M·G59·N047·190528-220505,31993205,2021/1/16 8:00,东经,116.65153,北纬,29.01373,1.5,4,22,25.96,3.552,0,5,1.1,0.9,A,可用,,29.01373,116.65153,gps
H51M·G59·N047·190528-220505,31993205,2021/1/16 6:00,东经,116.74117,北纬,29.04347,0,14,9,31.88,3.608,0,6,1.5,0.8,A,可用,,29.04347,116.74117,gps
H51M·G59·N047·190528-220505,31993205,2021/1/16 4:00,东经,116.74075,北纬,29.04286,2.3,23,29,30.29,3.641,0,5,1.5,0.9,A,可用,,29.04286,116.74075,gps
H51M·G59·N047·190528-220505,31993205,2021/1/16 2:00,东经,116.74159,北纬,29.04178,4.3,15,14,24.14,3.654,0,6,3.5,0.8,B,可用,,29.04178,116.74159,gps
H51M·G59·N047·190528-220505,31993205,2021/1/16 0:00,东经,116.74186,北纬,29.04167,2.5,29,64,31.84,3.652,0,5,2,0.9,B,可用,,29.04167,116.74186,gps
H51M·G59·N047·190528-220505,31993205,2021/1/15 22:00,东经,116.74101,北纬,29.04118,0,19,35,31.4,3.664,0,7,1.2,0.8,A,可用,,29.04118,116.74101,gps
H51M·G59·N047·190528-220505,31993205,2021/1/15 20:00,东经,116.58692,北纬,29.00241,2.1,20,25,32.27,3.684,0,5,1.1,0.9,A,可用,,29.00241,116.58692,gps
H51M·G59·N047·190528-220505,31993205,2021/1/15 18:00,东经,116.58273,北纬,29.00355,2.6,28,101,33.3,3.696,0,5,1.7,0.9,B,可用,,29.00355,116.58273,gps
H51M·G59·N047·190528-220505,31993205,2021/1/15 16:00,东经,116.58401,北纬,29.00383,0,9,13,33.02,3.684,0,6,1,0.8,A,可用,,29.00383,116.58401,gps
H51M·G59·N047·190528-220505,31993205,2021/1/15 14:00,东经,116.58443,北纬,29.00329,2.1,25,17,33.97,3.666,0,8,0.9,0.7,A,可用,,29.00329,116.58443,gps
H51M·G59·N047·190528-220505,31993205,2021/1/15 12:00,东经,116.58428,北纬,29.00305,0,22,27,34.21,3.601,0,7,1.3,0.9,A,可用,,29.00305,116.58428,gps
H51M·G59·N047·190528-220505,31993205,2021/1/15 0:01,东经,116.74187,北纬,29.04144,0,2,2,29.61,3.6,1256,5,2,0.9,B,可用,,29.04144,116.74187,gps
H51M·G59·N047·190528-220505,31993205,2021/1/14 22:00,东经,116.74213,北纬,29.04115,0,28,1,28.66,3.645,1346,8,1.3,0.8,A,可用,,29.04115,116.74213,gps
H51M·G59·N047·190528-220505,31993205,2021/1/14 18:00,东经,116.65556,北纬,29.01458,0,28,13,30.57,3.663,251,4,1.5,0.9,A,可用,,29.01458,116.65556,gps
H51M·G59·N047·190528-220505,31993205,2021/1/14 16:01,东经,116.65543,北纬,29.01455,4.7,27,5,32.39,3.666,331,5,1.9,0.9,B,可用,,29.01455,116.65543,gps
H51M·G59·N047·190528-220505,31993205,2021/1/14 14:00,东经,116.65543,北纬,29.01454,0,2,4,33.45,3.66,108,6,1.3,0.9,A,可用,,29.01454,116.65543,gps
H51M·G59·N047·190528-220505,31993205,2021/1/14 12:25,东经,116.65572,北纬,29.01466,0,32,7,33.63,3.645,628,8,1,0.8,A,可用,,29.01466,116.65572,gps
H51M·G59·N047·190528-220505,31993205,2021/1/14 2:01,东经,116.74252,北纬,29.04119,0,31,19,30.93,3.641,841,7,1.7,0.9,B,可用,,29.04119,116.74252,gps
H51M·G59·N047·190528-220505,31993205,2021/1/14 0:00,东经,116.73907,北纬,29.04616,0,22,33,28.01,3.651,1480,5,1.3,0.9,A,可用,,29.04616,116.73907,gps
H51M·G59·N047·190528-220505,31993205,2021/1/13 22:00,东经,116.7397,北纬,29.04589,0,3,3,29.26,3.657,843,6,1.2,2.2,A,可用,,29.04589,116.7397,gps
H51M·G59·N047·190528-220505,31993205,2021/1/13 20:01,东经,116.65568,北纬,29.01445,0,19,15,31.05,3.682,1090,6,1.9,0.9,B,可用,,29.01445,116.65568,gps
H51M·G59·N047·190528-220505,31993205,2021/1/13 18:00,东经,116.65587,北纬,29.01431,0,35,46,35.74,3.696,448,6,1.9,2.1,B,可用,,29.01431,116.65587,gps
H51M·G59·N047·190528-220505,31993205,2021/1/13 16:00,东经,116.65569,北纬,29.01465,0,20,20,33.54,3.688,283,6,1.5,0.8,A,可用,,29.01465,116.65569,gps
H51M·G59·N047·190528-220505,31993205,2021/1/13 14:01,东经,116.65572,北纬,29.01463,0,90,6,36.38,3.65,641,9,0.9,0.7,A,可用,,29.01463,116.65572,gps
H51M·G59·N047·190528-220505,31993205,2021/1/12 18:00,东经,116.65602,北纬,29.0148,0,251,10,32.23,3.526,183,5,1.7,0.9,B,可用,,29.0148,116.65602,gps
H51M·G59·N047·190528-220505,31993205,2021/1/12 17:24,东经,116.65578,北纬,29.01455,0,306,0,31.09,3.572,374,5,1.5,0.9,A,可用,,29.01455,116.65578,gps
H51M·G59·N047·190528-220505,31993205,2021/1/12 0:00,东经,116.74294,北纬,29.04208,0,334,4,28.43,3.527,0,5,1.5,0.9,A,可用,,29.04208,116.74294,gps
H51M·G59·N047·190528-220505,31993205,2021/1/11 22:00,东经,116.74229,北纬,29.04335,0,164,5,28.55,3.565,0,6,1.5,0.8,A,可用,,29.04335,116.74229,gps
H51M·G59·N047·190528-220505,31993205,2021/1/11 20:01,东经,116.66101,北纬,29.01699,0,32,47,29.57,3.639,0,4,2.6,1,B,可用,,29.01699,116.66101,gps
H51M·G59·N047·190528-220505,31993205,2021/1/11 18:01,东经,116.65549,北纬,29.01444,0,11,15,29.56,3.66,0,5,1.7,3.5,B,可用,,29.01444,116.65549,gps
H51M·G59·N047·190528-220505,31993205,2021/1/11 16:01,东经,116.65536,北纬,29.01451,0,13,11,31.48,3.663,0,6,1.1,0.8,A,可用,,29.01451,116.65536,gps
H51M·G59·N047·190528-220505,31993205,2021/1/11 14:01,东经,116.65564,北纬,29.01457,0,6,4,32.33,3.654,0,8,1.1,0.8,A,可用,,29.01457,116.65564,gps
H51M·G59·N047·190528-220505,31993205,2021/1/11 11:53,东经,116.65144,北纬,29.01365,0,18,11,30.03,3.589,0,6,2.3,0.9,B,可用,,29.01365,116.65144,gps
H51M·G59·N047·190528-220505,31993205,2021/1/10 18:01,东经,116.74155,北纬,29.04132,3.2,15,11,23.92,3.669,617,5,1.3,0.9,A,可用,,29.04132,116.74155,gps
H51M·G59·N047·190528-220505,31993205,2021/1/10 16:01,东经,116.65571,北纬,29.01466,0,17,24,33.43,3.658,734,9,1.1,0.8,A,可用,,29.01466,116.65571,gps
H51M·G59·N047·190528-220505,31993205,2021/1/10 14:00,东经,116.65569,北纬,29.01446,3.2,8,5,35.81,3.637,10,4,2.5,0.9,B,可用,,29.01446,116.65569,gps
H51M·G59·N047·190528-220505,31993205,2021/1/10 13:36,东经,116.65551,北纬,29.01445,0,1,4,35.12,3.663,383,5,2.4,0.9,B,可用,,29.01445,116.65551,gps
H51M·G59·N047·190528-220505,31993205,2021/1/9 18:01,东经,116.6553,北纬,29.01444,0,28,19,29.71,3.654,1116,4,2,0.9,B,可用,,29.01444,116.6553,gps
H51M·G59·N047·190528-220505,31993205,2021/1/9 16:00,东经,116.65563,北纬,29.01456,0,6,8,35.2,3.65,769,5,1.1,0.8,A,可用,,29.01456,116.65563,gps
H51M·G59·N047·190528-220505,31993205,2021/1/9 14:36,东经,116.65231,北纬,29.02031,1.8,277,53,33.31,3.645,532,7,1.2,0.8,A,可用,,29.02031,116.65231,gps
H51M·G59·N047·190528-220505,31993205,2021/1/6 16:00,东经,116.58305,北纬,29.00165,2.7,201,31,27.57,3.518,0,8,0.8,0.8,A,可用,,29.00165,116.58305,gps
H51M·G59·N047·190528-220505,31993205,2021/1/5 18:00,东经,116.58396,北纬,29.00215,0,123,14,28.45,3.529,0,6,1.2,0.9,A,可用,,29.00215,116.58396,gps
