设备,IMEI,时间,东西,经度,南北,纬度,速度,航向,高度,温度,电压,运动量,卫星,HDOP,VDOP,精度,有效性,,纬度,经度,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/29 13:29,东经,117.03374,北纬,30.39151,1.9,254,29,38.28,3.579,324,4,4.5,0.9,C,可用,,30.39151,117.03374,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/28 20:01,东经,117.04387,北纬,30.38357,0,329,43,29.29,3.595,0,5,3.4,0.9,B,可用,,30.38357,117.04387,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/17 2:01,东经,117.01963,北纬,30.36745,0,6,5,28.71,3.634,854,4,1.6,0.8,A,可用,,30.36745,117.01963,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/17 0:00,东经,117.02991,北纬,30.37394,0,19,3,28.04,3.656,729,6,2,0.9,B,可用,,30.37394,117.02991,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/16 22:01,东经,117.01862,北纬,30.36802,1.6,18,32,29.67,3.665,866,4,3.1,0.9,B,可用,,30.36802,117.01862,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/16 20:01,东经,117.03658,北纬,30.37034,1.6,9,48,26.37,3.7,898,5,1.9,0.9,B,可用,,30.37034,117.03658,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/16 18:01,东经,117.03529,北纬,30.38014,0,32,7,27.17,3.73,925,5,1.2,0.9,A,可用,,30.38014,117.03529,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/16 16:00,东经,117.03331,北纬,30.37809,0,303,29,25.85,3.68,362,4,1.3,0.9,A,可用,,30.37809,117.03331,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/16 15:22,东经,117.03727,北纬,30.38033,1.8,93,27,24.46,3.685,666,6,1.4,0.9,A,可用,,30.38033,117.03727,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/14 14:19,东经,117.04052,北纬,30.38889,0,326,10,37.09,3.599,815,4,3.7,0.9,C,可用,,30.38889,117.04052,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/11 16:01,东经,117.06517,北纬,30.38177,0,76,23,36.71,3.541,0,4,1.8,0.9,B,可用,,30.38177,117.06517,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/11 14:00,东经,117.06563,北纬,30.38145,0,278,28,36.62,3.647,0,5,1.7,0.9,B,可用,,30.38145,117.06563,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/11 13:39,东经,117.0657,北纬,30.38138,0,171,15,21.2,3.692,0,5,1.7,0.9,B,可用,,30.38138,117.0657,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/11 0:00,东经,117.06534,北纬,30.38138,0,338,5,30.91,3.51,2443,5,1.3,0.9,A,可用,,30.38138,117.06534,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/10 22:00,东经,117.08022,北纬,30.37375,0,152,13,30.31,3.55,654,5,1.3,0.9,A,可用,,30.37375,117.08022,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/10 20:00,东经,117.21429,北纬,30.41244,3.2,150,48,30.6,3.61,1029,5,1.6,0.9,A,可用,,30.41244,117.21429,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/10 18:00,东经,117.20847,北纬,30.41152,1.5,181,31,32.32,3.661,936,8,0.9,0.8,A,可用,,30.41152,117.20847,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/9 18:00,东经,116.73708,北纬,29.2535,0,4,19,26.63,3.668,1811,5,2.8,0.8,B,可用,,29.2535,116.73708,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/9 16:01,东经,116.73543,北纬,29.25101,0,28,17,32.66,3.664,1045,4,1.9,0.9,B,可用,,29.25101,116.73543,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/9 14:00,东经,116.73731,北纬,29.25882,0,27,3,35.43,3.662,16,4,2.4,0.9,B,可用,,29.25882,116.73731,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/9 13:29,东经,116.7372,北纬,29.25882,0,26,16,30.4,3.68,234,5,2,0.9,B,可用,,29.25882,116.7372,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/8 20:00,东经,116.73543,北纬,29.27818,0,27,12,30.67,3.566,798,7,1,0.9,A,可用,,29.27818,116.73543,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/8 18:01,东经,116.71228,北纬,29.25252,0,9,33,29.82,3.632,768,7,1,0.9,A,可用,,29.25252,116.71228,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/8 16:00,东经,116.7123,北纬,29.25234,0,31,4,27.19,3.639,817,7,1.1,2.6,A,可用,,29.25234,116.7123,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/8 14:25,东经,116.71252,北纬,29.25189,0,12,31,36.74,3.651,42,6,1.1,0.8,A,可用,,29.25189,116.71252,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/4 20:01,东经,117.10641,北纬,30.40575,0,16,9,30.2,3.617,0,5,1.4,0.8,A,可用,,30.40575,117.10641,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/4 18:01,东经,117.10757,北纬,30.40518,0,27,20,35.6,3.662,0,6,1.4,0.9,A,可用,,30.40518,117.10757,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/4 16:00,东经,117.13314,北纬,30.4073,0,28,23,34.61,3.661,0,4,1.5,0.9,A,可用,,30.4073,117.13314,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/4 14:37,东经,117.13303,北纬,30.40715,0,2,5,31.39,3.628,7,5,1.5,0.9,A,可用,,30.40715,117.13303,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/3 18:00,东经,117.09607,北纬,30.37468,0,282,23,31.52,3.517,537,7,1.1,0.9,A,可用,,30.37468,117.09607,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/3 16:00,东经,117.08461,北纬,30.37242,0,317,41,29.01,3.515,632,5,1.5,0.9,A,可用,,30.37242,117.08461,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/3 14:00,东经,117.10831,北纬,30.4053,0,95,24,29.86,3.528,0,9,1,0.8,A,可用,,30.4053,117.10831,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/2 20:01,东经,117.0765,北纬,30.38343,0,260,8,23.82,3.644,0,4,1.9,0.8,B,可用,,30.38343,117.0765,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/2 18:01,东经,117.10959,北纬,30.40511,0,273,0,28.35,3.669,0,9,0.7,0.9,A,可用,,30.40511,117.10959,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/2 16:00,东经,117.13316,北纬,30.40737,1.6,3,13,33.77,3.625,0,4,2.5,0.9,B,可用,,30.40737,117.13316,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/2 15:22,东经,117.13321,北纬,30.40717,2.8,20,38,36.66,3.665,0,6,1.3,0.9,A,可用,,30.40717,117.13321,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/1 20:00,东经,117.19256,北纬,30.4034,0,34,27,28.79,3.577,1626,5,2.1,2.3,B,可用,,30.4034,117.19256,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/1 18:00,东经,117.20669,北纬,30.40436,0,32,34,30.25,3.622,765,6,1.2,0.9,A,可用,,30.40436,117.20669,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/1 16:00,东经,117.20604,北纬,30.41507,0,9,2,28.88,3.631,1160,6,1.3,0.9,A,可用,,30.41507,117.20604,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/1 14:00,东经,117.20583,北纬,30.41435,0,283,32,32.96,3.611,828,5,1.9,0.9,B,可用,,30.41435,117.20583,gps
H52M·G40·N040·190528_210727丢失,32011114,2021/1/1 12:00,东经,117.20947,北纬,30.42918,0,30,96,20.88,3.605,291,5,1.2,0.9,A,可用,,30.42918,117.20947,gps
H54M·G65巢·BJNN022·20190528不稳,32201756,2021/1/21 20:00,东经,116.12239,北纬,29.61031,0,81,30,30.38,3.503,0,6,1,0.8,A,可用,,29.61031,116.12239,gps
H54M·G65巢·BJNN022·20190528不稳,32201756,2021/1/21 18:00,东经,116.12212,北纬,29.6104,0,79,27,31.24,3.545,0,6,2.4,2.9,B,可用,,29.6104,116.12212,gps
H54M·G65巢·BJNN022·20190528不稳,32201756,2021/1/21 16:01,东经,116.12241,北纬,29.61026,0,244,9,31.81,3.583,0,6,1.2,0.9,A,可用,,29.61026,116.12241,gps
H54M·G65巢·BJNN022·20190528不稳,32201756,2021/1/17 20:01,东经,116.15881,北纬,29.65512,0,104,32,30.64,3.566,0,4,2,0.9,B,可用,,29.65512,116.15881,gps
H54M·G65巢·BJNN022·20190528不稳,32201756,2021/1/17 18:00,东经,116.15907,北纬,29.65551,0,148,17,32.87,3.618,0,4,3,0.9,B,可用,,29.65551,116.15907,gps
H54M·G65巢·BJNN022·20190528不稳,32201756,2021/1/17 16:55,东经,116.15919,北纬,29.65553,0,305,2,34.99,3.657,0,7,1.3,0.9,A,可用,,29.65553,116.15919,gps
H54M·G65巢·BJNN022·20190528不稳,32201756,2021/1/16 18:02,东经,116.20046,北纬,29.62985,0,243,16,28.56,3.637,507,9,0.9,0.9,A,可用,,29.62985,116.20046,gps
H54M·G65巢·BJNN022·20190528不稳,32201756,2021/1/10 14:02,东经,116.67527,北纬,29.94725,2.1,143,3,37.01,3.599,0,6,1.1,0.9,A,可用,,29.94725,116.67527,gps
H54M·G65巢·BJNN022·20190528不稳,32201756,2021/1/9 14:02,东经,116.67512,北纬,29.94708,0,102,33,36.64,3.6,1065,5,2,0.9,B,可用,,29.94708,116.67512,gps
H54M·G65巢·BJNN022·20190528不稳,32201756,2021/1/8 16:01,东经,117.06693,北纬,30.41871,0,151,6,32.34,3.541,590,6,1.3,0.8,A,可用,,30.41871,117.06693,gps
H54M·G65巢·BJNN022·20190528不稳,32201756,2021/1/8 14:01,东经,117.06662,北纬,30.419,0,30,28,31.99,3.548,0,5,2.5,0.9,B,可用,,30.419,117.06662,gps
H54M·G65巢·BJNN022·20190528不稳,32201756,2021/1/7 16:55,东经,117.06692,北纬,30.41859,0,187,29,29.15,3.567,48,4,1.9,0.9,B,可用,,30.41859,117.06692,gps
H54M·G65巢·BJNN022·20190528不稳,32201756,2021/1/4 22:00,东经,117.06566,北纬,30.40616,0,214,16,29.94,3.54,265,8,1,0.7,A,可用,,30.40616,117.06566,gps
H54M·G65巢·BJNN022·20190528不稳,32201756,2021/1/4 20:00,东经,117.06578,北纬,30.40856,1.7,28,63,27.93,3.579,678,6,1.1,0.8,A,可用,,30.40856,117.06578,gps
H54M·G65巢·BJNN022·20190528不稳,32201756,2021/1/4 18:00,东经,117.06639,北纬,30.41808,0,135,6,34.44,3.625,337,9,0.9,0.8,A,可用,,30.41808,117.06639,gps
H54M·G65巢·BJNN022·20190528不稳,32201756,2021/1/4 16:02,东经,117.06591,北纬,30.41771,0,64,6,36.29,3.6,235,9,1,0.8,A,可用,,30.41771,117.06591,gps
H54M·G65巢·BJNN022·20190528不稳,32201756,2021/1/3 16:00,东经,117.08468,北纬,30.37062,3,123,2,27.37,3.525,0,6,1.3,0.9,A,可用,,30.37062,117.08468,gps
H54M·G65巢·BJNN022·20190528不稳,32201756,2021/1/3 14:00,东经,117.10854,北纬,30.40523,0,134,51,31.35,3.533,0,6,1.4,0.8,A,可用,,30.40523,117.10854,gps
H54M·G65巢·BJNN022·20190528不稳,32201756,2021/1/3 6:00,东经,117.07,北纬,30.40025,1.6,27,45,23.38,3.546,2002,7,1,1.9,A,可用,,30.40025,117.07,gps
H54M·G65巢·BJNN022·20190528不稳,32201756,2021/1/2 12:01,东经,117.13229,北纬,30.40959,0,219,18,39.98,3.513,0,10,0.8,0.9,A,可用,,30.40959,117.13229,gps
H54M·G65巢·BJNN022·20190528不稳,32201756,2021/1/1 22:02,东经,117.07354,北纬,30.38749,0,15,0,32.24,3.645,1416,6,1.3,0.8,A,可用,,30.38749,117.07354,gps
H54M·G65巢·BJNN022·20190528不稳,32201756,2021/1/1 20:00,东经,117.13319,北纬,30.4072,3.5,231,40,29.4,3.654,706,5,1.3,0.8,A,可用,,30.4072,117.13319,gps
H54M·G65巢·BJNN022·20190528不稳,32201756,2021/1/1 14:00,东经,117.11414,北纬,30.40424,0,19,37,30.88,3.666,515,5,1.5,0.9,A,可用,,30.40424,117.11414,gps
H54M·G65巢·BJNN022·20190528不稳,32201756,2021/1/1 12:00,东经,117.11101,北纬,30.40041,2.1,21,74,30.37,3.56,73,5,1.2,0.9,A,可用,,30.40041,117.11101,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/12 14:00,东经,116.55032,北纬,29.01632,0,242,4,33.05,4.055,3339,7,1.4,0.8,A,可用,,29.01632,116.55032,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/12 2:00,东经,116.53316,北纬,29.02695,0,65,12,29.32,4.057,4095,8,1,1.8,A,可用,,29.02695,116.53316,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/11 20:01,东经,116.55434,北纬,29.01794,0,128,1,29.81,4.138,3562,7,1.4,0.9,A,可用,,29.01794,116.55434,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/11 14:01,东经,116.52584,北纬,29.0229,0,302,7,34.17,4.134,3479,8,1.1,0.8,A,可用,,29.0229,116.52584,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/11 8:00,东经,116.52711,北纬,29.02128,2.3,89,10,28.33,3.964,4095,4,3,0.9,B,可用,,29.02128,116.52711,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/11 2:01,东经,116.53255,北纬,29.02684,2.2,196,6,29.76,4.044,4095,8,1,0.8,A,可用,,29.02684,116.53255,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/10 20:01,东经,116.55413,北纬,29.01789,0,282,17,28.8,4.122,4095,9,0.9,1.2,A,可用,,29.01789,116.55413,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/10 14:00,东经,116.52581,北纬,29.02257,0,255,16,43.84,4.133,1998,8,1,0.8,A,可用,,29.02257,116.52581,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/10 8:00,东经,116.52587,北纬,29.02266,0,78,11,29.44,3.966,4095,6,1.2,0.9,A,可用,,29.02266,116.52587,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/10 2:01,东经,116.53685,北纬,29.03094,0,191,7,30.92,4.056,4095,9,0.9,0.8,A,可用,,29.03094,116.53685,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/9 20:00,东经,116.54609,北纬,29.01968,0,8,3,31.43,4.129,4095,8,1.2,0.8,A,可用,,29.01968,116.54609,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/9 14:00,东经,116.55113,北纬,29.01737,0,19,23,37.04,4.051,1942,4,1.9,3.4,B,可用,,29.01737,116.55113,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/9 8:00,东经,116.52598,北纬,29.02347,0,341,11,29.91,3.911,2933,7,1.3,0.8,A,可用,,29.02347,116.52598,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/9 2:00,东经,116.53734,北纬,29.03107,0,260,7,31.53,3.957,4095,6,1,0.9,A,可用,,29.03107,116.53734,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/8 20:01,东经,116.50201,北纬,29.0151,0,126,8,30.32,4.063,3122,5,1.4,0.9,A,可用,,29.0151,116.50201,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/8 14:00,东经,116.50251,北纬,29.01259,0,356,4,37.63,3.915,1847,7,1,0.8,A,可用,,29.01259,116.50251,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/8 8:00,东经,116.50262,北纬,29.01269,3.7,14,4,27.72,3.77,4095,6,3.2,0.9,B,可用,,29.01269,116.50262,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/8 2:00,东经,116.53791,北纬,29.03128,0,180,0,28.82,3.786,4095,5,1.9,0.9,B,可用,,29.03128,116.53791,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/7 14:00,东经,116.52646,北纬,29.02484,0,291,5,32.81,3.818,2776,6,2.1,0.9,B,可用,,29.02484,116.52646,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/7 8:00,东经,116.55075,北纬,29.01688,2.1,140,17,26.98,3.772,4095,6,1.7,0.9,B,可用,,29.01688,116.55075,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/7 2:01,东经,116.53449,北纬,29.02783,1.8,124,10,28.34,3.797,4095,7,2,0.8,B,可用,,29.02783,116.53449,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/6 14:00,东经,116.55048,北纬,29.01714,0,123,9,31.07,3.85,2873,8,1.8,2.3,B,可用,,29.01714,116.55048,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/6 8:00,东经,116.55102,北纬,29.01665,0,211,9,29.97,3.831,4095,7,1.1,0.9,A,可用,,29.01665,116.55102,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/6 2:01,东经,116.53464,北纬,29.02587,0,350,6,28.91,3.872,4095,7,1.1,0.8,A,可用,,29.02587,116.53464,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/5 20:00,东经,116.55067,北纬,29.01695,2,186,4,25.19,3.912,3254,7,1.1,0.8,A,可用,,29.01695,116.55067,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/5 14:00,东经,116.55049,北纬,29.01721,0,240,34,31.32,3.928,4095,7,1.3,0.9,A,可用,,29.01721,116.55049,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/5 8:02,东经,116.55045,北纬,29.01676,0,91,1,31.59,3.934,3206,6,1.2,0.9,A,可用,,29.01676,116.55045,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/2 14:01,东经,116.53962,北纬,29.01755,0,78,1,28.35,3.886,2751,8,1.1,0.8,A,可用,,29.01755,116.53962,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/2 8:00,东经,116.53951,北纬,29.0176,3.4,177,12,25.59,3.826,4095,11,1.1,0.8,A,可用,,29.0176,116.53951,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/2 2:00,东经,116.5319,北纬,29.03136,0,100,33,31.11,3.853,4095,5,1.3,0.9,A,可用,,29.03136,116.5319,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/1 20:00,东经,116.53445,北纬,29.03305,0,152,9,28.17,3.896,4070,8,0.8,0.7,A,可用,,29.03305,116.53445,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/1 14:00,东经,116.52624,北纬,29.02413,0,300,6,41.96,3.905,1622,4,2.5,1,B,可用,,29.02413,116.52624,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/1 8:00,东经,116.54564,北纬,29.01081,0,325,10,31.19,3.758,4095,4,2.5,0.9,B,可用,,29.01081,116.54564,gps
H57M·6·I01巢·BJNN041·220220,31978917,2021/1/1 2:01,东经,116.54465,北纬,29.01813,1.7,326,15,30.6,3.776,4095,6,1.2,0.8,A,可用,,29.01813,116.54465,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/30 14:03,东经,121.06874,北纬,28.14472,0,319,375,51.25,4.167,0,5,1.6,0.9,A,可用,,28.14472,121.06874,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/30 8:02,东经,121.08247,北纬,28.14915,0,155,64,27.87,4.089,111,4,2.3,1,B,可用,,28.14915,121.08247,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/29 8:03,东经,121.0884,北纬,28.14805,0,282,78,25.25,4.083,3626,6,1.5,0.9,A,可用,,28.14805,121.0884,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/28 8:03,东经,121.08883,北纬,28.14722,0,33,53,32.25,4.065,0,6,2.3,0.9,B,可用,,28.14722,121.08883,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/27 8:03,东经,121.08936,北纬,28.14888,0,196,5,24.06,3.951,3373,5,3.3,0.9,B,可用,,28.14888,121.08936,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/24 8:03,东经,121.06118,北纬,28.16161,0,0,35,26.07,4.017,1416,5,2.4,0.9,B,可用,,28.16161,121.06118,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/23 2:03,东经,121.06194,北纬,28.16084,1.9,185,27,31.43,4.122,1236,5,1.4,0.9,A,可用,,28.16084,121.06194,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/22 2:01,东经,121.06136,北纬,28.16149,0,0,1,26.46,4.032,3983,6,1.8,0.8,B,可用,,28.16149,121.06136,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/21 8:01,东经,121.06145,北纬,28.16176,0,341,22,28.75,3.996,589,4,1.5,0.9,A,可用,,28.16176,121.06145,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/21 2:02,东经,121.06176,北纬,28.16173,0,83,24,26.37,4.028,645,4,2.9,1,B,可用,,28.16173,121.06176,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/20 8:02,东经,121.0616,北纬,28.16179,0,292,21,27.86,4.086,802,5,1.7,0.9,B,可用,,28.16179,121.0616,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/19 8:02,东经,121.06928,北纬,28.15405,0,171,13,27.58,4.098,2707,4,1.8,1,B,可用,,28.15405,121.06928,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/17 8:01,东经,121.08253,北纬,28.14907,0,336,1,23.75,4.083,1327,6,1.5,0.9,A,可用,,28.14907,121.08253,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/16 20:03,东经,121.06187,北纬,28.16061,0,0,61,22.67,4.155,0,4,2.1,1,B,可用,,28.16061,121.06187,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/16 8:01,东经,121.0696,北纬,28.15388,3,35,50,28.37,4.116,501,7,1.1,0.9,A,可用,,28.15388,121.0696,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/15 20:01,东经,121.06211,北纬,28.16082,0,295,16,27.1,4.185,1093,4,1.6,0.9,A,可用,,28.16082,121.06211,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/15 14:02,东经,121.06199,北纬,28.16057,0,339,49,31.87,4.188,1466,4,2,1,B,可用,,28.16057,121.06199,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/15 8:00,东经,121.06158,北纬,28.1618,0,47,18,28.12,4.152,2485,4,1.8,1,B,可用,,28.1618,121.06158,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/14 20:01,东经,121.06206,北纬,28.16047,0,228,70,25.87,4.182,2119,4,2.1,0.9,B,可用,,28.16047,121.06206,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/14 8:01,东经,121.06151,北纬,28.16171,1.6,177,8,27,4.11,567,6,1.2,0.9,A,可用,,28.16171,121.06151,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/14 2:02,东经,121.06232,北纬,28.16104,0,0,19,24.26,4.122,1254,4,2,0.9,B,可用,,28.16104,121.06232,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/13 8:02,东经,121.06929,北纬,28.15382,0,48,24,25.87,4.083,1610,5,2.2,1,B,可用,,28.15382,121.06929,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/12 8:02,东经,121.06911,北纬,28.15394,1.5,145,92,24.61,4.086,922,4,2.8,1,B,可用,,28.15394,121.06911,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/11 20:04,东经,121.06261,北纬,28.16044,0,150,112,26,4.164,1660,4,1.6,1,A,可用,,28.16044,121.06261,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/6 14:01,东经,121.0906,北纬,28.15063,3,201,4,29.3,3.999,1317,4,2,0.9,B,可用,,28.15063,121.0906,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/5 20:03,东经,121.06215,北纬,28.16073,2.1,335,5,27.73,4.095,2062,4,1.8,0.9,B,可用,,28.16073,121.06215,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/5 8:03,东经,121.06143,北纬,28.15983,0,291,351,29.37,4.08,426,5,1.2,0.9,A,可用,,28.15983,121.06143,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/4 2:02,东经,121.0619,北纬,28.16098,0,250,40,26.62,4.128,2019,6,0.9,0.8,A,可用,,28.16098,121.0619,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/3 8:01,东经,121.0611,北纬,28.1617,0,312,35,26.1,4.134,673,5,1.6,0.9,A,可用,,28.1617,121.0611,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/3 2:01,东经,121.06243,北纬,28.16067,3.8,36,27,24.75,4.152,3216,5,1.2,0.8,A,可用,,28.16067,121.06243,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/2 2:03,东经,121.06235,北纬,28.1607,0,157,4,25.57,4.061,110,5,1.2,0.8,A,可用,,28.1607,121.06235,gps
H77F·I09·N056·190614_210307丢失,39266281,2021/1/1 2:02,东经,121.0623,北纬,28.16,0,25,64,21.28,4.095,715,4,3.8,1,C,可用,,28.16,121.0623,gps
S15M·C67·N066·190621_211126,39053549,2021/1/31 22:01,东经,119.30319,北纬,25.56325,0,3,58,28.62,4.149,1769,7,1.1,0.9,A,可用,,25.56325,119.30319,gps
S15M·C67·N066·190621_211126,39053549,2021/1/31 20:00,东经,119.29648,北纬,25.55262,2,187,15,30.86,4.2,1458,4,4.6,0.9,C,可用,,25.55262,119.29648,gps
S15M·C67·N066·190621_211126,39053549,2021/1/31 18:01,东经,119.29684,北纬,25.55238,0,0,60,39.61,4.197,0,6,1.1,0.8,A,可用,,25.55238,119.29684,gps
S15M·C67·N066·190621_211126,39053549,2021/1/31 14:01,东经,119.29566,北纬,25.55244,0,319,49,40.96,4.125,0,5,1.6,0.9,A,可用,,25.55244,119.29566,gps
S15M·C67·N066·190621_211126,39053549,2021/1/31 12:00,东经,119.29566,北纬,25.55251,0,332,70,39.21,4.092,152,5,1.6,0.9,A,可用,,25.55251,119.29566,gps
S15M·C67·N066·190621_211126,39053549,2021/1/31 10:01,东经,119.29462,北纬,25.55361,0,189,0,28.62,4.041,928,5,1.1,0.9,A,可用,,25.55361,119.29462,gps
S15M·C67·N066·190621_211126,39053549,2021/1/31 8:00,东经,119.29571,北纬,25.55257,0,45,8,31.01,4.071,1418,5,1.4,0.9,A,可用,,25.55257,119.29571,gps
S15M·C67·N066·190621_211126,39053549,2021/1/31 4:00,东经,119.30322,北纬,25.56343,0,102,45,29.75,4.116,2296,7,1.1,0.9,A,可用,,25.56343,119.30322,gps
S15M·C67·N066·190621_211126,39053549,2021/1/31 2:00,东经,119.30319,北纬,25.5635,0,0,1,29.18,4.122,2244,6,1.2,0.9,A,可用,,25.5635,119.30319,gps
S15M·C67·N066·190621_211126,39053549,2021/1/31 0:02,东经,119.30334,北纬,25.56331,0,215,53,28.58,4.125,2181,6,1.1,0.9,A,可用,,25.56331,119.30334,gps
S15M·C67·N066·190621_211126,39053549,2021/1/30 22:01,东经,119.30331,北纬,25.56307,0,243,87,26.36,4.17,1185,6,1,0.9,A,可用,,25.56307,119.30331,gps
S15M·C67·N066·190621_211126,39053549,2021/1/30 20:00,东经,119.29657,北纬,25.55264,0,0,0,29.75,4.203,1244,6,1.1,0.9,A,可用,,25.55264,119.29657,gps
