Lon,Lat,时间,source,...5,X,Y
118.90874,38.04816,2021/5/22 14:00,GPS,NA,13236860.3876698,4586231.44136498
118.90834,38.04863,2021/5/22 12:00,GPS,NA,13236815.8598734,4586297.88046972
118.91003,38.04942,2021/5/22 10:01,GPS,NA,13237003.9898129,4586409.55567064
118.90643,38.04506,2021/5/22 8:00,GPS,NA,13236603.239646,4585793.2366776
118.91048,38.04893,2021/5/22 6:00,GPS,NA,13237054.0835837,4586340.28863193
118.91121,38.04896,2021/5/22 4:00,GPS,NA,13237135.346812,4586344.52945772
118.90679,38.0491,2021/5/22 2:00,GPS,NA,13236643.3146627,4586364.320001
118.90846,38.0469,2021/5/22 0:01,GPS,NA,13236829.2182123,4586053.33012485
118.90827,38.04641,2021/5/21 22:00,GPS,NA,13236808.0675091,4585984.06547042
118.90843,38.04701,2021/5/21 20:00,GPS,NA,13236825.8786276,4586068.87939671
118.91437,38.05376,2021/5/21 18:00,GPS,NA,13237487.1164029,4587023.08396842
118.91376,38.05495,2021/5/21 16:00,GPS,NA,13237419.2115135,4587191.31582426
118.91422,38.05446,2021/5/21 14:00,GPS,NA,13237470.4184793,4587122.04355237
118.92123,38.05609,2021/5/21 12:01,GPS,NA,13238250.7681098,4587352.48168004
118.92209,38.0564,2021/5/21 10:01,GPS,NA,13238346.5028719,4587396.30791707
118.9145,38.05376,2021/5/21 8:00,GPS,NA,13237501.5879367,4587023.08396842
118.92138,38.05574,2021/5/21 6:01,GPS,NA,13238267.4660334,4587303.0006678
118.92281,38.05374,2021/5/21 4:00,GPS,NA,13238426.6529052,4587020.25656564
118.92384,38.05523,2021/5/21 2:00,GPS,NA,13238541.3119807,4587230.90018785
118.92108,38.05583,2021/5/21 0:00,GPS,NA,13238234.0701861,4587315.72433406
118.91426,38.05433,2021/5/20 22:01,GPS,NA,13237474.8712589,4587103.66527236
118.91437,38.05362,2021/5/20 20:00,GPS,NA,13237487.1164029,4587003.2921652
118.91421,38.05419,2021/5/20 18:00,GPS,NA,13237469.3052844,4587083.873315
118.91349,38.05711,2021/5/20 16:00,GPS,NA,13237389.155251,4587496.68483683
118.91429,38.05609,2021/5/20 14:00,GPS,NA,13237478.2108437,4587352.48168004
118.91882,38.05449,2021/5/20 12:02,GPS,NA,13237982.488137,4587126.28469854
118.92374,38.05534,2021/5/20 10:00,GPS,NA,13238530.1800317,4587246.45122926
118.92382,38.05519,2021/5/20 8:00,GPS,NA,13238539.0855909,4587225.24526949
118.92137,38.05554,2021/5/20 6:01,GPS,NA,13238266.3528385,4587274.7259099
118.92326,38.05542,2021/5/20 4:01,GPS,NA,13238476.7466761,4587257.76109225
118.92124,38.05593,2021/5/20 2:00,GPS,NA,13238251.8813047,4587329.86175937
118.92136,38.0559,2021/5/20 0:00,GPS,NA,13238265.2396436,4587325.62052975
118.92149,38.056,2021/5/19 22:01,GPS,NA,13238279.7111774,4587339.75796858
118.92057,38.0535,2021/5/19 20:00,GPS,NA,13238177.2972458,4586986.32779257
118.92176,38.0554,2021/5/19 18:00,GPS,NA,13238309.7674399,4587254.93362534
118.92377,38.05527,2021/5/19 16:00,GPS,NA,13238533.5196164,4587236.5551093
118.92375,38.05521,2021/5/19 14:00,GPS,NA,13238531.2932266,4587228.07272829
118.9238,38.05534,2021/5/19 12:00,GPS,NA,13238536.8592011,4587246.45122926
118.92378,38.05525,2021/5/19 10:00,GPS,NA,13238534.6328113,4587233.72764819
118.92373,38.05521,2021/5/19 8:00,GPS,NA,13238529.0668368,4587228.07272829
118.92374,38.05526,2021/5/19 6:00,GPS,NA,13238530.1800317,4587235.14137864
118.92385,38.05524,2021/5/19 4:00,GPS,NA,13238542.4251756,4587232.31391792
118.91437,38.05217,2021/5/19 2:00,GPS,NA,13237487.1164029,4586798.30785829
118.91447,38.0538,2021/5/19 0:01,GPS,NA,13237498.248352,4587028.73877629
118.91322,38.0571,2021/5/18 20:00,GPS,NA,13237359.0989885,4587495.27107064
118.92371,38.05524,2021/5/18 18:00,GPS,NA,13238526.8404469,4587232.31391792
118.92378,38.05527,2021/5/18 16:00,GPS,NA,13238534.6328113,4587236.5551093
118.92384,38.05524,2021/5/18 14:00,GPS,NA,13238541.3119807,4587232.31391792
118.92368,38.0553,2021/5/18 12:00,GPS,NA,13238523.5008622,4587240.79630241
118.92377,38.05527,2021/5/18 10:00,GPS,NA,13238533.5196164,4587236.5551093
118.92371,38.05522,2021/5/18 8:00,GPS,NA,13238526.8404469,4587229.48645797
118.92374,38.05529,2021/5/18 6:00,GPS,NA,13238530.1800317,4587239.38257118
118.91441,38.0532,2021/5/18 4:01,GPS,NA,13237491.5691826,4586943.91698269
118.91434,38.05385,2021/5/18 2:01,GPS,NA,13237483.7768182,4587035.80729048
118.92374,38.05523,2021/5/18 0:00,GPS,NA,13238530.1800317,4587230.90018785
118.92373,38.05529,2021/5/17 22:00,GPS,NA,13238529.0668368,4587239.38257118
118.91436,38.05407,2021/5/17 20:00,GPS,NA,13237486.003208,4587066.90881027
118.91367,38.05547,2021/5/17 18:00,GPS,NA,13237409.1927594,4587264.82976289
118.92371,38.05526,2021/5/17 16:00,GPS,NA,13238526.8404469,4587235.14137864
118.92384,38.05529,2021/5/17 14:00,GPS,NA,13238541.3119807,4587239.38257118
118.92375,38.05524,2021/5/17 12:01,GPS,NA,13238531.2932266,4587232.31391792
118.92445,38.05527,2021/5/17 10:00,GPS,NA,13238609.2168701,4587236.5551093
118.92385,38.05515,2021/5/17 8:00,GPS,NA,13238542.4251756,4587219.59035423
118.92374,38.05527,2021/5/17 6:00,GPS,NA,13238530.1800317,4587236.5551093
118.92374,38.05525,2021/5/17 4:00,GPS,NA,13238530.1800317,4587233.72764819
118.92368,38.05549,2021/5/17 2:00,GPS,NA,13238523.5008622,4587267.6572325
118.92371,38.05528,2021/5/17 0:00,GPS,NA,13238526.8404469,4587237.96884014
118.92146,38.05564,2021/5/16 22:01,GPS,NA,13238276.3715927,4587288.86327919
118.92149,38.05566,2021/5/16 20:01,GPS,NA,13238279.7111774,4587291.69075536
118.92372,38.05526,2021/5/16 18:00,GPS,NA,13238527.9536418,4587235.14137864
118.92374,38.05528,2021/5/16 16:00,GPS,NA,13238530.1800317,4587237.96884014
118.92371,38.05522,2021/5/16 14:01,GPS,NA,13238526.8404469,4587229.48645797
118.92094,38.05553,2021/5/16 2:01,GPS,NA,13238218.4854574,4587273.31217403
118.92121,38.05677,2021/5/16 0:00,GPS,NA,13238248.54172,4587448.61689459
118.92123,38.05694,2021/5/15 22:01,GPS,NA,13238250.7681098,4587472.6508378
118.9237,38.05526,2021/5/15 20:00,GPS,NA,13238525.727252,4587235.14137864
118.92343,38.05513,2021/5/15 18:00,GPS,NA,13238495.6709895,4587216.76289775
118.92371,38.05531,2021/5/15 16:00,GPS,NA,13238526.8404469,4587242.21003383
118.92352,38.05538,2021/5/15 14:00,GPS,NA,13238505.6897437,4587252.10615921
118.92377,38.05525,2021/5/15 12:01,GPS,NA,13238533.5196164,4587233.72764819
118.92383,38.05526,2021/5/15 10:01,GPS,NA,13238540.1987858,4587235.14137864
118.92375,38.05528,2021/5/15 8:00,GPS,NA,13238531.2932266,4587237.96884014
118.92377,38.05529,2021/5/15 6:00,GPS,NA,13238533.5196164,4587239.38257118
118.92113,38.0569,2021/5/15 4:00,GPS,NA,13238239.6361607,4587466.99578732
118.9239,38.05529,2021/5/15 2:00,GPS,NA,13238547.9911502,4587239.38257118
118.92103,38.05703,2021/5/15 0:00,GPS,NA,13238228.5042116,4587485.37471269
118.92367,38.05534,2021/5/14 22:00,GPS,NA,13238522.3876673,4587246.45122926
118.92377,38.05522,2021/5/14 20:01,GPS,NA,13238533.5196164,4587229.48645797
118.92379,38.05531,2021/5/14 18:01,GPS,NA,13238535.7460062,4587242.21003383
118.92381,38.05558,2021/5/14 16:00,GPS,NA,13238537.972396,4587280.3808553
118.9241,38.0554,2021/5/14 14:01,GPS,NA,13238570.2550483,4587254.93362534
118.92381,38.05514,2021/5/14 12:00,GPS,NA,13238537.972396,4587218.17662589
118.92329,38.05537,2021/5/14 10:01,GPS,NA,13238480.0862608,4587250.69242643
118.92355,38.05548,2021/5/14 8:00,GPS,NA,13238509.0293284,4587266.24349759
118.92371,38.05535,2021/5/14 6:00,GPS,NA,13238526.8404469,4587247.86496146
118.92116,38.057,2021/5/14 4:00,GPS,NA,13238242.9757454,4587481.13341932
118.92105,38.05705,2021/5/14 2:01,GPS,NA,13238230.7306014,4587488.20224256
118.92128,38.05717,2021/5/14 0:00,GPS,NA,13238256.3340843,4587505.16743805
118.92132,38.05684,2021/5/13 22:01,GPS,NA,13238260.7868639,4587458.51321739
118.92356,38.05504,2021/5/13 20:00,GPS,NA,13238510.1425233,4587204.03935318
118.92372,38.05527,2021/5/13 18:00,GPS,NA,13238527.9536418,4587236.5551093
118.92377,38.05527,2021/5/13 16:00,GPS,NA,13238533.5196164,4587236.5551093
118.92368,38.05526,2021/5/13 14:01,GPS,NA,13238523.5008622,4587235.14137864
118.92551,38.05471,2021/5/13 12:00,GPS,NA,13238727.2155304,4587157.38649028
118.92551,38.0556,2021/5/13 10:01,GPS,NA,13238727.2155304,4587283.20832916
118.92466,38.05561,2021/5/13 8:00,GPS,NA,13238632.5939632,4587284.62206637
118.92355,38.05545,2021/5/13 6:00,GPS,NA,13238509.0293284,4587262.00229405
118.92129,38.05704,2021/5/13 4:01,GPS,NA,13238257.4472792,4587486.78847753
118.92486,38.0556,2021/5/13 2:00,GPS,NA,13238654.8578613,4587283.20832916
118.92115,38.05693,2021/5/13 0:01,GPS,NA,13238241.8625505,4587471.23707489
118.9212,38.05697,2021/5/12 22:01,GPS,NA,13238247.428525,4587476.89212769
118.92728,38.05688,2021/5/12 20:00,GPS,NA,13238924.2510291,4587464.16826323
118.92473,38.05555,2021/5/12 18:00,GPS,NA,13238640.3863275,4587276.13964596
118.92471,38.05564,2021/5/12 16:00,GPS,NA,13238638.1599377,4587288.86327919
118.9274,38.05657,2021/5/12 14:00,GPS,NA,13238937.609368,4587420.34173877
118.92461,38.05553,2021/5/12 12:00,GPS,NA,13238627.0279886,4587273.31217403
118.92476,38.05561,2021/5/12 10:00,GPS,NA,13238643.7259123,4587284.62206637
118.92785,38.05648,2021/5/12 8:00,GPS,NA,13238987.7031388,4587407.61794385
118.92494,38.05544,2021/5/12 6:00,GPS,NA,13238663.7634206,4587260.58855992
118.92485,38.05559,2021/5/12 4:00,GPS,NA,13238653.7446664,4587281.79459213
118.9137,38.05436,2021/5/12 2:01,GPS,NA,13237412.5323441,4587107.906411
118.91357,38.05425,2021/5/12 0:00,GPS,NA,13237398.0608103,4587092.35557781
118.91245,38.05441,2021/5/11 22:01,GPS,NA,13237273.3829806,4587114.97497927
118.91348,38.05549,2021/5/11 20:01,GPS,NA,13237388.0420561,4587267.6572325
118.91237,38.05433,2021/5/11 18:01,GPS,NA,13237264.4774213,4587103.66527236
118.92127,38.05606,2021/5/11 16:00,GPS,NA,13238255.2208894,4587348.24044115
118.92523,38.05589,2021/5/11 14:00,GPS,NA,13238696.0460729,4587324.20678693
118.92175,38.05561,2021/5/11 12:01,GPS,NA,13238308.654245,4587284.62206637
118.91913,38.05316,2021/5/11 10:00,GPS,NA,13238016.9971791,4586938.26222117
118.92303,38.05481,2021/5/11 8:01,GPS,NA,13238451.1431932,4587171.52369925
118.92119,38.05701,2021/5/11 6:00,GPS,NA,13238246.3153301,4587482.54718358
118.92119,38.0566,2021/5/11 4:01,GPS,NA,13238246.3153301,4587424.58300722
118.92897,38.04784,2021/5/11 2:01,GPS,NA,13239112.3809685,4586186.20647391
118.92219,38.05779,2021/5/11 0:00,GPS,NA,13238357.6348209,4587592.82139125
118.92476,38.05663,2021/5/10 22:01,GPS,NA,13238643.7259123,4587428.8242774
118.93198,38.06489,2021/5/10 20:01,GPS,NA,13239447.4526358,4588596.65348244
118.93185,38.0653,2021/5/10 18:00,GPS,NA,13239432.981102,4588654.62422597
118.92976,38.06405,2021/5/10 16:00,GPS,NA,13239200.3233662,4588477.88516879
118.93269,38.06503,2021/5/10 14:00,GPS,NA,13239526.4894743,4588616.44833395
118.93021,38.06419,2021/5/10 12:00,GPS,NA,13239250.4171371,4588497.67979304
118.92133,38.07151,2021/5/10 10:00,GPS,NA,13238261.9000588,4589532.7086302
118.92133,38.0715,2021/5/10 8:00,GPS,NA,13238261.9000588,4589531.29458573
118.92131,38.07159,2021/5/10 6:00,GPS,NA,13238259.673669,4589544.02099292
118.92213,38.05774,2021/5/10 4:01,GPS,NA,13238350.9556515,4587585.75249653
118.92225,38.05784,2021/5/10 2:01,GPS,NA,13238364.3139904,4587599.8902908
118.92113,38.05739,2021/5/10 0:00,GPS,NA,13238239.6361607,4587536.27036871
118.92204,38.05788,2021/5/9 22:01,GPS,NA,13238340.9368973,4587605.54541392
118.92296,38.05485,2021/5/9 20:01,GPS,NA,13238443.3508288,4587177.17858825
118.92525,38.05603,2021/5/9 18:00,GPS,NA,13238698.2724628,4587343.99920399
118.92279,38.05494,2021/5/9 16:00,GPS,NA,13238424.4265154,4587189.90209979
118.92474,38.05554,2021/5/9 14:01,GPS,NA,13238641.4995225,4587274.7259099
118.92482,38.05561,2021/5/9 12:00,GPS,NA,13238650.4050817,4587284.62206637
118.92218,38.05774,2021/5/9 10:01,GPS,NA,13238356.521626,4587585.75249653
118.92482,38.05556,2021/5/9 8:00,GPS,NA,13238650.4050817,4587277.55338221
118.91431,38.05128,2021/5/9 4:01,GPS,NA,13237480.4372335,4586672.49191548
118.91446,38.05267,2021/5/9 2:00,GPS,NA,13237497.1351571,4586868.99164336
118.91339,38.05435,2021/5/8 22:00,GPS,NA,13237378.0233019,4587106.49269792
118.91354,38.05425,2021/5/8 20:01,GPS,NA,13237394.7212256,4587092.35557781
118.92213,38.05767,2021/5/8 18:00,GPS,NA,13238350.9556515,4587575.85605203
118.9231,38.05488,2021/5/8 16:00,GPS,NA,13238458.9355576,4587181.41975702
118.9231,38.05434,2021/5/8 14:00,GPS,NA,13238458.9355576,4587105.07898504
118.9231,38.05521,2021/5/8 12:00,GPS,NA,13238458.9355576,4587228.07272829
118.92302,38.05489,2021/5/8 10:01,GPS,NA,13238450.0299983,4587182.83348033
118.9229,38.055,2021/5/8 8:00,GPS,NA,13238436.6716594,4587198.38444951
118.92223,38.05746,2021/5/7 12:01,GPS,NA,13238362.0876006,4587546.16677534
118.92318,38.05464,2021/5/7 10:00,GPS,NA,13238467.8411168,4587147.4904555
118.92055,38.0542,2021/5/7 8:01,GPS,NA,13238175.070856,4587085.28702499
118.92293,38.05487,2021/5/7 6:00,GPS,NA,13238440.0112441,4587180.0060339
118.92197,38.05796,2021/5/7 4:01,GPS,NA,13238333.144533,4587616.85566943
118.9215,38.05611,2021/5/7 2:00,GPS,NA,13238280.8243723,4587355.3091736
118.92258,38.05775,2021/5/7 0:00,GPS,NA,13238401.0494223,4587587.16627509
118.92229,38.05798,2021/5/6 22:00,GPS,NA,13238368.76677,4587619.68323524
118.92146,38.05271,2021/5/6 20:00,GPS,NA,13238276.3715927,4586874.64636702
118.92334,38.05543,2021/5/6 18:00,GPS,NA,13238485.6522353,4587259.17482599
118.92244,38.05901,2021/5/6 16:00,GPS,NA,13238385.4646936,4587765.30391909
118.92325,38.05559,2021/5/6 10:00,GPS,NA,13238475.6334812,4587281.79459213
118.9229,38.05471,2021/5/6 8:00,GPS,NA,13238436.6716594,4587157.38649028
118.92172,38.05608,2021/5/6 6:00,GPS,NA,13238305.3146603,4587351.06793355
118.92266,38.0575,2021/5/6 4:00,GPS,NA,13238409.9549816,4587551.82186909
118.92304,38.05506,2021/5/6 2:01,GPS,NA,13238452.2563881,4587206.86680618
118.92194,38.05787,2021/5/6 0:00,GPS,NA,13238329.8049482,4587604.13163285
118.9217,38.05733,2021/5/5 22:00,GPS,NA,13238303.0882704,4587527.78774198
118.92255,38.05467,2021/5/5 20:01,GPS,NA,13238397.7098376,4587151.7316121
118.92279,38.05486,2021/5/5 18:00,GPS,NA,13238424.4265154,4587178.59231098
118.92301,38.05479,2021/5/5 16:00,GPS,NA,13238448.9168034,4587168.69625591
118.92184,38.05778,2021/5/5 14:00,GPS,NA,13238318.6729992,4587591.40761192
118.9233,38.05507,2021/5/5 12:00,GPS,NA,13238481.1994557,4587208.28053297
118.92277,38.05459,2021/5/5 10:00,GPS,NA,13238422.2001256,4587140.42186502
118.92302,38.05507,2021/5/5 8:00,GPS,NA,13238450.0299983,4587208.28053297
118.92236,38.05805,2021/5/5 6:00,GPS,NA,13238376.5591344,4587629.57972166
118.92159,38.0579,2021/5/5 4:00,GPS,NA,13238290.8431265,4587608.37297664
118.92204,38.0578,2021/5/5 0:01,GPS,NA,13238340.9368973,4587594.23517078
118.92237,38.05747,2021/5/4 22:00,GPS,NA,13238377.6723293,4587547.58054849
118.92261,38.05503,2021/5/4 20:00,GPS,NA,13238404.3890071,4587202.62562698
118.92287,38.05489,2021/5/4 18:00,GPS,NA,13238433.3320747,4587182.83348033
118.92232,38.05734,2021/5/4 16:00,GPS,NA,13238372.1063547,4587529.20151262
118.92294,38.055,2021/5/4 14:00,GPS,NA,13238441.124439,4587198.38444951
118.92181,38.05827,2021/5/3 22:00,GPS,NA,13238315.3334144,4587660.68302631
118.9249,38.05616,2021/5/3 20:00,GPS,NA,13238659.310641,4587362.37791089
118.92186,38.05796,2021/5/3 18:01,GPS,NA,13238320.899389,4587616.85566943
118.92288,38.05503,2021/5/3 16:00,GPS,NA,13238434.4452696,4587202.62562698
118.92281,38.05502,2021/5/3 14:00,GPS,NA,13238426.6529052,4587201.21190096
118.92181,38.0575,2021/5/3 12:01,GPS,NA,13238315.3334144,4587551.82186909
118.92294,38.05493,2021/5/3 10:00,GPS,NA,13238441.124439,4587188.48837551
118.92271,38.05494,2021/5/3 8:00,GPS,NA,13238415.5209561,4587189.90209979
118.92178,38.05779,2021/5/3 6:01,GPS,NA,13238311.9938297,4587592.82139125
118.92177,38.05598,2021/5/3 4:00,GPS,NA,13238310.8806348,4587336.93047927
118.92218,38.05796,2021/5/3 2:01,GPS,NA,13238356.521626,4587616.85566943
118.92113,38.05594,2021/5/3 0:00,GPS,NA,13238239.6361607,4587331.27550296
118.9218,38.05811,2021/5/2 22:01,GPS,NA,13238314.2202195,4587638.06243184
118.92309,38.05673,2021/5/2 20:00,GPS,NA,13238457.8223626,4587442.96185725
118.92281,38.05496,2021/5/2 18:00,GPS,NA,13238426.6529052,4587192.72954892
118.92283,38.05688,2021/5/2 16:00,GPS,NA,13238428.879295,4587464.16826323
118.92292,38.05524,2021/5/2 14:00,GPS,NA,13238438.8980492,4587232.31391792
118.92288,38.0548,2021/5/2 12:00,GPS,NA,13238434.4452696,4587170.10997749
118.92294,38.0549,2021/5/2 10:00,GPS,NA,13238441.124439,4587184.24720384
118.92274,38.055,2021/5/2 8:00,GPS,NA,13238418.8605409,4587198.38444951
118.92144,38.05813,2021/5/2 6:00,GPS,NA,13238274.1452028,4587640.89000344
118.9229,38.05492,2021/5/2 4:00,GPS,NA,13238436.6716594,4587187.07465143
118.9229,38.05493,2021/5/2 2:00,GPS,NA,13238436.6716594,4587188.48837551
118.92316,38.05657,2021/5/2 0:00,GPS,NA,13238465.614727,4587420.34173877
118.92248,38.05716,2021/5/1 22:00,GPS,NA,13238389.9174733,4587503.7536707
118.92294,38.05492,2021/5/1 20:00,GPS,NA,13238441.124439,4587187.07465143
118.92265,38.05504,2021/5/1 18:00,GPS,NA,13238408.8417867,4587204.03935318
118.92278,38.05496,2021/5/1 16:00,GPS,NA,13238423.3133205,4587192.72954892
118.92299,38.05469,2021/5/1 14:00,GPS,NA,13238446.6904136,4587154.55905081
118.9229,38.0549,2021/5/1 12:00,GPS,NA,13238436.6716594,4587184.24720384
118.9229,38.05462,2021/5/1 10:00,GPS,NA,13238436.6716594,4587144.66301872
118.92294,38.05497,2021/5/1 8:00,GPS,NA,13238441.124439,4587194.14327378
118.92475,38.05556,2021/5/1 6:00,GPS,NA,13238642.6127174,4587277.55338221
118.92277,38.05699,2021/5/1 4:00,GPS,NA,13238422.2001256,4587479.71965525
118.92664,38.04443,2021/5/1 2:00,GPS,NA,13238853.006555,4585704.18444509
118.92693,38.04646,2021/5/1 0:01,GPS,NA,13238885.2892073,4585991.13327106
118.92468,38.05553,2021/4/30 22:00,GPS,NA,13238634.820353,4587273.31217403
118.92427,38.054,2021/4/30 20:00,GPS,NA,13238589.1793618,4587057.01286201
118.92283,38.055,2021/4/30 18:00,GPS,NA,13238428.879295,4587198.38444951
118.9237,38.05529,2021/4/30 16:00,GPS,NA,13238525.727252,4587239.38257118
118.9229,38.05493,2021/4/30 14:00,GPS,NA,13238436.6716594,4587188.48837551
118.92278,38.05504,2021/4/30 12:00,GPS,NA,13238423.3133205,4587204.03935318
118.92287,38.05487,2021/4/30 10:01,GPS,NA,13238433.3320747,4587180.0060339
118.92274,38.05497,2021/4/30 8:00,GPS,NA,13238418.8605409,4587194.14327378
118.92284,38.05488,2021/4/30 6:00,GPS,NA,13238429.9924899,4587181.41975702
118.93392,38.06358,2021/4/30 2:00,GPS,NA,13239663.4124479,4588411.4320644
118.92175,38.05832,2021/4/30 0:01,GPS,NA,13238308.654245,4587667.75197223
118.92188,38.05773,2021/4/29 22:00,GPS,NA,13238323.1257788,4587584.33871817
118.9217,38.05606,2021/4/29 20:00,GPS,NA,13238303.0882704,4587348.24044115
118.92284,38.05488,2021/4/29 18:00,GPS,NA,13238429.9924899,4587181.41975702
118.9248,38.05317,2021/4/29 16:00,GPS,NA,13238648.1786919,4586939.67591126
118.92291,38.05491,2021/4/29 14:00,GPS,NA,13238437.7848543,4587185.66092754
118.92226,38.05637,2021/4/29 12:00,GPS,NA,13238365.4271853,4587392.06666021
118.92278,38.05476,2021/4/29 10:00,GPS,NA,13238423.3133205,4587164.45509235
118.92279,38.05484,2021/4/29 8:00,GPS,NA,13238424.4265154,4587175.76486571
118.92281,38.05509,2021/4/29 6:00,GPS,NA,13238426.6529052,4587211.10798712
118.92622,38.04743,2021/4/29 4:01,GPS,NA,13238806.2523688,4586128.24955868
118.9287,38.04704,2021/4/29 2:00,GPS,NA,13239082.324706,4586073.12011127
118.92561,38.04743,2021/4/29 0:01,GPS,NA,13238738.3474794,4586128.24955868
118.92112,38.05586,2021/4/28 22:00,GPS,NA,13238238.5229658,4587319.96555962
118.92284,38.0549,2021/4/28 20:00,GPS,NA,13238429.9924899,4587184.24720384
118.92285,38.0548,2021/4/28 18:00,GPS,NA,13238431.1056849,4587170.10997749
118.92282,38.05489,2021/4/28 16:00,GPS,NA,13238427.7661001,4587182.83348033
118.92286,38.05484,2021/4/28 14:00,GPS,NA,13238432.2188798,4587175.76486571
118.92284,38.05484,2021/4/28 12:00,GPS,NA,13238429.9924899,4587175.76486571
118.92284,38.05485,2021/4/28 10:00,GPS,NA,13238429.9924899,4587177.17858825
118.92262,38.05482,2021/4/28 8:00,GPS,NA,13238405.502202,4587172.93742121
118.92847,38.04684,2021/4/28 6:00,GPS,NA,13239056.7212231,4586044.84871369
118.92706,38.04557,2021/4/28 4:00,GPS,NA,13238899.7607411,4585865.32714133
118.93331,38.06485,2021/4/27 16:00,GPS,NA,13239595.5075586,4588590.99781754
118.92982,38.06513,2021/4/27 14:00,GPS,NA,13239207.0025357,4588630.58753679
118.9282,38.06485,2021/4/27 12:00,GPS,NA,13239026.6649606,4588590.99781754
118.92751,38.06417,2021/4/27 10:00,GPS,NA,13238949.854512,4588494.85198726
118.92342,38.05494,2021/4/27 8:00,GPS,NA,13238494.5577946,4587189.90209979
118.92276,38.05369,2021/4/27 6:00,GPS,NA,13238421.0869307,4587013.18806208
118.92304,38.05494,2021/4/27 4:00,GPS,NA,13238452.2563881,4587189.90209979
118.93388,38.06382,2021/4/27 2:00,GPS,NA,13239658.9596683,4588445.36551118
118.93434,38.06405,2021/4/27 0:00,GPS,NA,13239710.1666341,4588477.88516879
118.93486,38.06256,2021/4/26 22:00,GPS,NA,13239768.0527693,4588267.21615732
118.9344,38.0639,2021/4/26 20:00,GPS,NA,13239716.8458035,4588456.67668484
118.93045,38.06556,2021/4/26 18:00,GPS,NA,13239277.1338149,4588691.38632922
118.93023,38.06571,2021/4/26 16:00,GPS,NA,13239252.6435269,4588712.59529437
118.93274,38.06577,2021/4/26 14:00,GPS,NA,13239532.0554488,4588721.0788926
118.92132,38.07155,2021/4/26 12:00,GPS,NA,13238260.7868639,4589538.36481001
118.92153,38.07159,2021/4/26 10:00,GPS,NA,13238284.163957,4589544.02099292
118.92127,38.07141,2021/4/26 8:00,GPS,NA,13238255.2208894,4589518.5681942
118.92277,38.05523,2021/4/26 6:01,GPS,NA,13238422.2001256,4587230.90018785
118.92295,38.04645,2021/4/26 4:00,GPS,NA,13238442.2376339,4585989.71971055
118.92888,38.04627,2021/4/26 2:00,GPS,NA,13239102.3622143,4585964.2756543
118.92169,38.07135,2021/4/25 14:00,GPS,NA,13238301.9750755,4589510.08394189
118.92095,38.07141,2021/4/25 12:00,GPS,NA,13238219.5986523,4589518.5681942
118.92095,38.0715,2021/4/25 10:01,GPS,NA,13238219.5986523,4589531.29458573
118.92162,38.07135,2021/4/25 8:00,GPS,NA,13238294.1827112,4589510.08394189
118.92294,38.05508,2021/4/25 6:00,GPS,NA,13238441.124439,4587209.69425995
118.92234,38.05325,2021/4/25 4:00,GPS,NA,13238374.3327445,4586950.98543893
118.92722,38.04547,2021/4/25 2:00,GPS,NA,13238917.5718596,4585851.19171671
118.9264,38.04324,2021/4/25 0:00,GPS,NA,13238826.2898772,4585535.97676316
118.923,38.05389,2021/4/24 22:00,GPS,NA,13238447.8036085,4587041.46210531
118.92139,38.07135,2021/4/24 20:00,GPS,NA,13238268.5792283,4589510.08394189
118.9231,38.07144,2021/4/24 18:00,GPS,NA,13238458.9355576,4589522.81032297
118.92149,38.07193,2021/4/24 16:00,GPS,NA,13238279.7111774,4589592.09867249
118.92139,38.07262,2021/4/24 14:00,GPS,NA,13238268.5792283,4589689.668768
118.922,38.07214,2021/4/24 12:00,GPS,NA,13238336.4841177,4589621.79382151
118.92156,38.07157,2021/4/24 10:00,GPS,NA,13238287.5035417,4589541.19290108
118.92141,38.0719,2021/4/24 8:00,GPS,NA,13238270.8056181,4589587.8565153
118.92101,38.07141,2021/4/24 6:00,GPS,NA,13238226.2778218,4589518.5681942
118.92101,38.07136,2021/4/24 4:00,GPS,NA,13238226.2778218,4589511.49798345
118.92099,38.07132,2021/4/24 2:00,GPS,NA,13238224.051432,4589505.84181833
118.92109,38.07148,2021/4/24 0:00,GPS,NA,13238235.1833811,4589528.46649737
118.92125,38.07138,2021/4/23 22:00,GPS,NA,13238252.9944996,4589514.32606717
118.92135,38.07148,2021/4/23 20:00,GPS,NA,13238264.1264487,4589528.46649737
118.92215,38.07135,2021/4/23 18:00,GPS,NA,13238353.1820413,4589510.08394189
118.92153,38.07111,2021/4/23 16:00,GPS,NA,13238284.163957,4589476.1470022
118.92124,38.07143,2021/4/23 14:00,GPS,NA,13238251.8813047,4589521.39627986
118.92119,38.07141,2021/4/23 12:22,GPS,NA,13238246.3153301,4589518.5681942
118.92108,38.07154,2021/4/22 20:00,GPS,NA,13238234.0701861,4589536.95076477
118.92092,38.07141,2021/4/22 18:00,GPS,NA,13238216.2590676,4589518.5681942
118.92102,38.07156,2021/4/22 16:00,GPS,NA,13238227.3910167,4589539.77885545
118.9213,38.07148,2021/4/22 14:00,GPS,NA,13238258.5604741,4589528.46649737
118.92097,38.0715,2021/4/22 12:00,GPS,NA,13238221.8250422,4589531.29458573
118.921,38.0715,2021/4/22 10:00,GPS,NA,13238225.1646269,4589531.29458573
