Lat,Lon,source
23.03568,120.09918,gbif
23.500423,120.13579,gbif
23.351742,120.18455,gbif
23.519913,120.17625,gbif
31.11964,104.40241,gbif
23.387955,120.18611,gbif
23.336763,120.16585,gbif
23.451384,120.19255,gbif
23.493376,120.16333,gbif
23.500423,120.13579,gbif
23.436817,120.154594,gbif
23.046816,120.105,gbif
23.494173,120.15085,gbif
22.439035,120.4894,gbif
22.959015,120.18379,gbif
22.884901,120.19819,gbif
23.244242,120.11318,gbif
22.884901,120.19819,gbif
23.358416,120.16768,gbif
23.536695,120.187904,gbif
23.370771,120.17785,gbif
23.345503,120.180305,gbif
23.868729,120.28243,gbif
24.46801,118.30366,gbif
23.334074,120.16891,gbif
23.446762,120.20345,gbif
22.439035,120.4894,gbif
23.332972,120.184425,gbif
23.03547,120.09889,gbif
23.34249,120.151955,gbif
22.884901,120.19819,gbif
23.116108,120.076096,gbif
22.843351,120.20814,gbif
30.898304,121.942055,gbif
23.341757,120.17452,gbif
24.465052,118.305145,gbif
23.500423,120.13579,gbif
23.500423,120.13579,gbif
23.014973,120.180504,gbif
24.050608,120.395096,gbif
22.45974,114.03684,gbif
23.202908,120.104836,gbif
23.27643,120.14985,gbif
23.28334,120.09719,gbif
22.884901,120.19819,gbif
24.476171,118.30999,gbif
23.299938,120.13579,gbif
23.686604,120.17994,gbif
23.03494,120.114525,gbif
30.920507,121.97316,gbif
23.444231,120.17807,gbif
23.036575,120.10587,gbif
23.500423,120.13579,gbif
22.884901,120.19819,gbif
24.4304,118.24637,gbif
23.05889,120.103294,gbif
22.884901,120.19819,gbif
23.430092,121.35621,gbif
23.569275,120.14618,gbif
23.372488,120.16281,gbif
22.49418,114.03655,gbif
23.970022,120.33446,gbif
23.229233,120.212036,gbif
23.32563,120.1285,gbif
22.440409,120.494835,gbif
23.03988,120.10153,gbif
24.476171,118.30999,gbif
24.02748,120.37864,gbif
23.319883,120.15067,gbif
23.047037,120.11664,gbif
23.328651,120.14409,gbif
23.53264,120.1638,gbif
23.157394,120.091995,gbif
22.959015,120.18379,gbif
23.500423,120.13579,gbif
22.884901,120.19819,gbif
23.340738,120.16125,gbif
23.257792,120.10684,gbif
23.511171,120.14756,gbif
30.920507,121.97316,gbif
23.150274,120.09352,gbif
23.336628,120.16603,gbif
23.34249,120.151955,gbif
22.45974,114.03684,gbif
24.846117,121.8149,gbif
23.32382,120.12027,gbif
23.319883,120.15067,gbif
23.058699,120.11039,gbif
23.009865,120.14492,gbif
23.03609,120.17585,gbif
23.347021,120.18465,gbif
22.884901,120.19819,gbif
23.494173,120.15085,gbif
23.058699,120.11039,gbif
30.920507,121.97316,gbif
23.32382,120.12027,gbif
22.428463,120.50087,gbif
23.05447,120.10784,gbif
23.347115,120.18717,gbif
23.34249,120.151955,gbif
22.656908,120.428696,gbif
23.302626,120.12526,gbif
23.202908,120.104836,gbif
22.522419,114.00032,gbif
23.32689,120.170685,gbif
23.336065,120.16598,gbif
23.494173,120.15085,gbif
23.494173,120.15085,gbif
24.023167,120.37142,gbif
22.439035,120.4894,gbif
23.32727,120.13493,gbif
30.920507,121.97316,gbif
23.500423,120.13579,gbif
23.500423,120.13579,gbif
23.17803,120.108765,gbif
22.840694,120.21087,gbif
23.334074,120.16891,gbif
30.920507,121.97316,gbif
22.462042,114.0309,gbif
23.352922,120.17657,gbif
23.872429,120.29374,gbif
23.484688,120.16252,gbif
23.334074,120.16891,gbif
22.884901,120.19819,gbif
22.444395,114.054184,gbif
23.336763,120.16585,gbif
23.500423,120.13579,gbif
22.508831,114.113335,gbif
23.036715,120.0979,gbif
23.332972,120.184425,gbif
23.334074,120.16891,gbif
23.34249,120.151955,gbif
23.32689,120.170685,gbif
23.358416,120.16768,gbif
22.49418,114.03655,gbif
23.500423,120.13579,gbif
23.364443,120.17398,gbif
23.32689,120.170685,gbif
23.494173,120.15085,gbif
23.341412,120.14991,gbif
23.500423,120.13579,gbif
23.334074,120.16891,gbif
23.33179,120.18233,gbif
23.868729,120.28243,gbif
24.470709,118.31235,gbif
30.920507,121.97316,gbif
29.1863,116.01849,gbif
23.364443,120.17398,gbif
23.559591,120.1657,gbif
23.05968,120.09087,gbif
22.49418,114.03655,gbif
22.524765,114.01123,gbif
23.324533,120.19705,gbif
22.508831,114.113335,gbif
23.084633,120.238075,gbif
23.013893,120.177666,gbif
23.28384,120.12036,gbif
23.430212,120.164925,gbif
23.330942,120.16586,gbif
23.500423,120.13579,gbif
23.34249,120.151955,gbif
23.334074,120.16891,gbif
23.500423,120.13579,gbif
22.45974,114.03684,gbif
23.452702,120.179955,gbif
22.508831,114.113335,gbif
23.34994,120.193756,gbif
23.340738,120.16125,gbif
23.943762,120.31861,gbif
23.34249,120.151955,gbif
23.364443,120.17398,gbif
23.32689,120.170685,gbif
24.803747,121.80181,gbif
23.978752,120.33801,gbif
23.342758,120.15861,gbif
22.439798,120.4954,gbif
31.45817,120.34697,gbif
24.4304,118.24637,gbif
23.321577,120.170715,gbif
23.341412,120.14991,gbif
23.327745,120.20276,gbif
23.97665,120.337,gbif
23.33978,120.1632,gbif
23.500423,120.13579,gbif
23.34249,120.151955,gbif
23.364443,120.17398,gbif
23.206758,120.09906,gbif
22.45653,120.47035,gbif
22.43097,120.492,gbif
22.884901,120.19819,gbif
23.346424,120.15311,gbif
23.27351,120.12532,gbif
23.34249,120.151955,gbif
23.34111,120.16532,gbif
23.52423,120.20836,gbif
22.440245,120.49567,gbif
22.884813,120.18983,gbif
23.064306,120.08794,gbif
23.2017,120.128204,gbif
24.465052,118.305145,gbif
23.339458,120.15109,gbif
23.28466,120.10748,gbif
23.116364,120.11678,gbif
23.281628,120.16367,gbif
23.006845,120.16626,gbif
22.443796,120.49099,gbif
23.34249,120.151955,gbif
24.46801,118.30366,gbif
22.884901,120.19819,gbif
23.315973,120.16184,gbif
23.334074,120.16891,gbif
23.33978,120.1632,gbif
23.517332,120.18021,gbif
22.439035,120.4894,gbif
23.559727,120.16591,gbif
24.83647,121.811356,gbif
23.05889,120.103294,gbif
23.569275,120.14618,gbif
23.104742,120.0741,gbif
23.500423,120.13579,gbif
23.046816,120.105,gbif
23.34249,120.151955,gbif
23.557106,120.14488,gbif
23.315958,120.117516,gbif
23.34249,120.151955,gbif
23.34249,120.151955,gbif
22.49418,114.03655,gbif
22.440025,120.4952,gbif
22.884901,120.19819,gbif
22.49418,114.03655,gbif
23.125305,120.12364,gbif
23.20552,120.10296,gbif
22.440168,120.49527,gbif
23.441963,120.15845,gbif
22.88346,120.19853,gbif
24.420864,118.22887,gbif
23.579151,120.15499,gbif
22.440088,120.49636,gbif
23.046816,120.105,gbif
22.49418,114.03655,gbif
22.818907,120.22567,gbif
23.33179,120.18233,gbif
23.358416,120.16768,gbif
23.34111,120.16532,gbif
22.469221,114.03021,gbif
23.811111,120.23971,gbif
24.46801,118.30366,gbif
23.029215,120.112114,gbif
22.884272,120.19492,gbif
23.302626,120.12526,gbif
23.334074,120.16891,gbif
23.358416,120.16768,gbif
22.49418,114.03655,gbif
23.569275,120.14618,gbif
24.420864,118.22887,gbif
22.471626,120.468544,gbif
24.470709,118.31235,gbif
23.567566,120.16014,gbif
23.005646,120.1646,gbif
23.221363,120.22315,gbif
23.500423,120.13579,gbif
23.078522,120.18233,gbif
23.037252,120.16534,gbif
23.075432,120.04864,gbif
23.348104,120.155426,gbif
23.370638,120.21047,gbif
23.116108,120.076096,gbif
23.140194,120.10405,gbif
23.334074,120.16891,gbif
30.920507,121.97316,gbif
23.517332,120.18021,gbif
22.49418,114.03655,gbif
22.439035,120.4894,gbif
23.503532,120.12151,gbif
30.920507,121.97316,gbif
23.321577,120.170715,gbif
24.020866,120.374985,gbif
22.884272,120.19492,gbif
23.334074,120.16891,gbif
23.20552,120.10296,gbif
23.346424,120.15311,gbif
22.884901,120.19819,gbif
23.054468,120.087975,gbif
22.885033,120.18695,gbif
23.556067,120.16446,gbif
23.579151,120.15499,gbif
23.053158,120.12687,gbif
23.107937,120.089806,gbif
24.816525,121.79348,gbif
22.49418,114.03655,gbif
24.4304,118.24637,gbif
23.052217,120.1255,gbif
23.054287,120.15494,gbif
23.881945,120.29316,gbif
22.85919,115.54756,gbif
23.713255,120.18231,gbif
23.500423,120.13579,gbif
24.048542,120.39565,gbif
23.334074,120.16891,gbif
22.836046,120.21156,gbif
23.140194,120.10405,gbif
23.577835,120.165596,gbif
23.336628,120.16603,gbif
24.02748,120.37864,gbif
23.30512,120.14926,gbif
23.029572,120.11202,gbif
23.381233,120.16659,gbif
23.49202,120.140915,gbif
22.440134,120.49543,gbif
23.430092,121.35621,gbif
23.071573,120.06565,gbif
23.006845,120.16626,gbif
22.486488,114.00822,gbif
23.422827,120.18158,gbif
23.93702,121.60608,gbif
23.339758,120.187164,gbif
23.500423,120.13579,gbif
24.420864,118.22887,gbif
23.009865,120.14492,gbif
23.557175,120.17437,gbif
23.40659,120.19628,gbif
23.503532,120.12151,gbif
23.316767,120.17346,gbif
23.27351,120.12532,gbif
23.441963,120.15845,gbif
23.827757,120.256775,gbif
23.332966,120.213135,gbif
23.346596,120.15778,gbif
22.438223,120.49155,gbif
23.970022,120.33446,gbif
24.465052,118.305145,gbif
23.138205,120.108665,gbif
23.419292,121.35011,gbif
23.31923,120.195984,gbif
23.106146,120.06751,gbif
22.438223,120.49155,gbif
23.054468,120.087975,gbif
22.884272,120.19492,gbif
23.495504,120.120766,gbif
22.49418,114.03655,gbif
23.341412,120.14991,gbif
23.365145,120.18062,gbif
23.2606,120.18445,gbif
23.323353,120.145805,gbif
24.4304,118.24637,gbif
22.49418,114.03655,gbif
23.500423,120.13579,gbif
23.430212,120.164925,gbif
23.494173,120.15085,gbif
23.063692,120.14803,gbif
23.713255,120.18231,gbif
24.46801,118.30366,gbif
23.3524,120.1849,gbif
23.334074,120.16891,gbif
23.387955,120.18611,gbif
23.29268,120.11449,gbif
24.426397,118.30398,gbif
23.332016,120.171135,gbif
22.494017,114.04039,gbif
23.408491,120.20283,gbif
22.908964,120.24581,gbif
23.334074,120.16891,gbif
22.45974,114.03684,gbif
23.970348,120.3379,gbif
23.291693,120.18309,gbif
23.494173,120.15085,gbif
22.438223,120.49155,gbif
23.26106,120.12633,gbif
23.500423,120.13579,gbif
23.599108,120.16963,gbif
23.340473,120.161934,gbif
22.709536,121.08962,gbif
22.709536,121.08962,gbif
23.385576,120.17522,gbif
23.430092,121.35621,gbif
22.439035,120.4894,gbif
22.49418,114.03655,gbif
22.884901,120.19819,gbif
23.346285,120.153015,gbif
23.364443,120.17398,gbif
22.413616,120.545105,gbif
22.438223,120.49155,gbif
24.81403,121.80388,gbif
23.22755,120.12265,gbif
23.34249,120.151955,gbif
23.568365,120.16462,gbif
23.277708,120.21412,gbif
23.494173,120.15085,gbif
23.334074,120.16891,gbif
23.503532,120.12151,gbif
23.20552,120.10296,gbif
24.46801,118.30366,gbif
23.358416,120.16768,gbif
22.49418,114.03655,gbif
23.03609,120.17585,gbif
23.061407,120.099915,gbif
23.588541,120.16818,gbif
23.334074,120.16891,gbif
22.45974,114.03684,gbif
23.42289,120.16419,gbif
23.358416,120.16768,gbif
23.221233,120.21184,gbif
22.884901,120.19819,gbif
23.334074,120.16891,gbif
23.229067,120.12761,gbif
23.500145,120.16618,gbif
23.500423,120.13579,gbif
23.340738,120.16125,gbif
23.881945,120.29316,gbif
23.32689,120.170685,gbif
23.4888,120.1693,gbif
23.037252,120.16534,gbif
23.342394,120.16398,gbif
23.358416,120.16768,gbif
23.511877,120.14711,gbif
23.500423,120.13579,gbif
23.006845,120.16626,gbif
22.494017,114.04039,gbif
23.500423,120.13579,gbif
23.138205,120.108665,gbif
23.493502,120.12208,gbif
24.81403,121.80388,gbif
22.494017,114.04039,gbif
30.241926,119.75857,gbif
23.336628,120.16603,gbif
28.725958,116.062126,gbif
23.23432,120.1218,gbif
23.500423,120.13579,gbif
23.34249,120.151955,gbif
23.02535,120.17579,gbif
23.481915,120.14783,gbif
22.823421,115.24591,gbif
23.500423,120.13579,gbif
24.476171,118.30999,gbif
22.494017,114.04039,gbif
23.53212,120.15544,gbif
23.206758,120.09906,gbif
23.500423,120.13579,gbif
23.02861,120.16128,gbif
23.29268,120.11449,gbif
23.018476,120.17835,gbif
23.20552,120.10296,gbif
23.01492,120.18128,gbif
24.476171,118.30999,gbif
23.396633,120.17258,gbif
23.44229,120.19266,gbif
23.340738,120.16125,gbif
23.334074,120.16891,gbif
23.500423,120.13579,gbif
23.500423,120.13579,gbif
23.53212,120.15544,gbif
23.289276,120.15555,gbif
22.959015,120.18379,gbif
23.588541,120.16818,gbif
23.511877,120.14711,gbif
23.500423,120.13579,gbif
23.321577,120.170715,gbif
22.49418,114.03655,gbif
23.28334,120.09719,gbif
23.059254,120.14644,gbif
23.20552,120.10296,gbif
23.93702,121.60608,gbif
23.336906,120.164276,gbif
22.462042,114.0309,gbif
23.362827,120.13849,gbif
22.49282,114.043915,gbif
23.327686,120.15474,gbif
23.500423,120.13579,gbif
22.440025,120.4952,gbif
22.884901,120.19819,gbif
22.440025,120.4952,gbif
23.494173,120.15085,gbif
23.495245,120.12165,gbif
23.500423,120.13579,gbif
23.321577,120.170715,gbif
23.577835,120.165596,gbif
22.818907,120.22567,gbif
23.500423,120.13579,gbif
22.896633,120.19256,gbif
23.20552,120.10296,gbif
23.389223,120.17586,gbif
22.884901,120.19819,gbif
22.508831,114.113335,gbif
24.465052,118.305145,gbif
23.323788,120.142235,gbif
23.34249,120.151955,gbif
24.420864,118.22887,gbif
23.206758,120.09906,gbif
31.364803,104.81215,gbif
23.309406,120.13126,gbif
23.334074,120.16891,gbif
23.334074,120.16891,gbif
22.884901,120.19819,gbif
23.505749,120.15073,gbif
22.884901,120.19819,gbif
23.493502,120.12208,gbif
23.494173,120.15085,gbif
22.508831,114.113335,gbif
23.205912,120.220436,gbif
23.054468,120.087975,gbif
23.334974,120.1737,gbif
22.884382,120.20665,gbif
23.175478,120.09528,gbif
23.500423,120.13579,gbif
23.332972,120.184425,gbif
24.012005,120.367615,gbif
23.40659,120.19628,gbif
22.45974,114.03684,gbif
23.500423,120.13579,gbif
23.868729,120.28243,gbif
23.24894,120.17946,gbif
23.532146,120.20043,gbif
23.012316,120.16288,gbif
23.233238,120.14498,gbif
22.89339,120.19522,gbif
22.959015,120.18379,gbif
22.49418,114.03655,gbif
22.884901,120.19819,gbif
23.500423,120.13579,gbif
23.2684,120.15069,gbif
22.884901,120.19819,gbif
23.347115,120.18717,gbif
23.408491,120.20283,gbif
22.49418,114.03655,gbif
23.02728,120.16622,gbif
23.421225,120.16564,gbif
23.93702,121.60608,gbif
23.105965,120.106606,gbif
23.27518,120.10758,gbif
23.099773,120.14968,gbif
23.32689,120.170685,gbif
23.088528,120.06964,gbif
23.20552,120.10296,gbif
22.443796,120.49099,gbif
23.489323,120.17014,gbif
24.022142,120.377464,gbif
23.61153,120.228226,gbif
23.293509,120.18432,gbif
22.884901,120.19819,gbif
23.154394,120.14398,gbif
23.25264,120.16798,gbif
23.508446,120.14719,gbif
23.339106,120.17953,gbif
23.333508,120.182945,gbif
23.20552,120.10296,gbif
23.2606,120.18445,gbif
32.248177,119.04495,gbif
23.334074,120.16891,gbif
22.884901,120.19819,gbif
23.340738,120.16125,gbif
23.53657,120.18801,gbif
23.061407,120.099915,gbif
22.49418,114.03655,gbif
24.048542,120.39565,gbif
23.22755,120.12265,gbif
24.46801,118.30366,gbif
23.32689,120.170685,gbif
23.532146,120.20043,gbif
23.044548,120.079666,gbif
23.500423,120.13579,gbif
22.884901,120.19819,gbif
23.827312,120.256805,gbif
24.46801,118.30366,gbif
23.159302,120.11692,gbif
23.005646,120.1646,gbif
23.334074,120.16891,gbif
24.83647,121.811356,gbif
23.064306,120.08794,gbif
23.323788,120.142235,gbif
23.34249,120.151955,gbif
23.34249,120.151955,gbif
22.884901,120.19819,gbif
23.351927,120.14229,gbif
23.063692,120.14803,gbif
23.364443,120.17398,gbif
23.20552,120.10296,gbif
22.440025,120.4952,gbif
23.500423,120.13579,gbif
23.372488,120.16281,gbif
22.853893,115.5347,gbif
23.34249,120.151955,gbif
23.243439,120.12343,gbif
23.32689,120.170685,gbif
23.229067,120.12761,gbif
24.02748,120.37864,gbif
23.500423,120.13579,gbif
23.233238,120.14498,gbif
30.920507,121.97316,gbif
23.348492,120.188255,gbif
24.46801,118.30366,gbif
24.811209,121.80798,gbif
24.46801,118.30366,gbif
23.20552,120.10296,gbif
23.686604,120.17994,gbif
23.335785,120.16596,gbif
24.46801,118.30366,gbif
23.494173,120.15085,gbif
23.340738,120.16125,gbif
23.221363,120.22315,gbif
22.024921,113.1345,gbif
23.430092,121.35621,gbif
23.340738,120.16125,gbif
23.433565,120.17125,gbif
23.23068,120.19859,gbif
23.505749,120.15073,gbif
23.012316,120.16288,gbif
23.229233,120.212036,gbif
23.29281,120.10045,gbif
23.500423,120.13579,gbif
23.494173,120.15085,gbif
23.32382,120.12027,gbif
23.28022,120.22222,gbif
23.257792,120.10684,gbif
22.908964,120.24581,gbif
23.334074,120.16891,gbif
23.422827,120.18158,gbif
23.495245,120.12165,gbif
23.243439,120.12343,gbif
23.245632,120.13636,gbif
23.389223,120.17586,gbif
23.500423,120.13579,gbif
23.868729,120.28243,gbif
23.2684,120.15069,gbif
22.49418,114.03655,gbif
23.567566,120.16014,gbif
23.341412,120.14991,gbif
24.4304,118.24637,gbif
30.920507,121.97316,gbif
23.500423,120.13579,gbif
23.23063,120.104576,gbif
23.500423,120.13579,gbif
30.319757,113.86877,gbif
22.884901,120.19819,gbif
23.220835,120.20493,gbif
23.519913,120.17625,gbif
28.9484,116.35697,gbif
23.037252,120.16534,gbif
23.494173,120.15085,gbif
24.82462,121.7966,gbif
23.556067,120.16446,gbif
23.702202,120.187195,gbif
23.205912,120.220436,gbif
23.423403,120.17496,gbif
23.11722,120.10627,gbif
23.500423,120.13579,gbif
22.49418,114.03655,gbif
23.32689,120.170685,gbif
24.46801,118.30366,gbif
22.470804,114.042786,gbif
24.465052,118.305145,gbif
23.500423,120.13579,gbif
22.49418,114.03655,gbif
23.813555,120.23807,gbif
23.32382,120.12027,gbif
23.077324,120.060974,gbif
23.424065,120.17557,gbif
22.959015,120.18379,gbif
23.396633,120.17258,gbif
22.49418,114.03655,gbif
23.24809,120.18856,gbif
23.146975,120.12537,gbif
23.28169,120.11756,gbif
23.28169,120.11756,gbif
23.26922,120.10154,gbif
23.505749,120.15073,gbif
23.005646,120.1646,gbif
23.358416,120.16768,gbif
23.34249,120.151955,gbif
24.465052,118.305145,gbif
24.015186,120.37167,gbif
23.430212,120.164925,gbif
23.495998,120.175446,gbif
22.439035,120.4894,gbif
23.97665,120.337,gbif
23.5414,120.150665,gbif
23.23063,120.104576,gbif
23.20552,120.10296,gbif
23.252796,120.1441,gbif
22.959015,120.18379,gbif
23.505749,120.15073,gbif
23.342758,120.15861,gbif
24.4304,118.24637,gbif
24.015186,120.37167,gbif
23.500423,120.13579,gbif
23.21647,120.11472,gbif
22.49418,114.03655,gbif
23.31597,120.128525,gbif
23.342909,120.15596,gbif
23.351883,120.14264,gbif
22.49418,114.03655,gbif
23.360817,120.20928,gbif
24.4304,118.24637,gbif
23.02535,120.17579,gbif
27.589981,120.61004,gbif
23.364443,120.17398,gbif
23.531872,120.2098,gbif
23.364443,120.17398,gbif
24.012005,120.367615,gbif
23.55659,120.16034,gbif
22.959015,120.18379,gbif
23.296608,120.18259,gbif
23.424065,120.17557,gbif
23.321577,120.170715,gbif
23.559727,120.16591,gbif
23.156122,120.09561,gbif
22.49418,114.03655,gbif
23.046816,120.105,gbif
23.372488,120.16281,gbif
23.44229,120.19266,gbif
22.49418,114.03655,gbif
23.28466,120.10748,gbif
23.20552,120.10296,gbif
23.186592,120.13813,gbif
23.334074,120.16891,gbif
24.420864,118.22887,gbif
23.364443,120.17398,gbif
23.494173,120.15085,gbif
23.494173,120.15085,gbif
23.423403,120.17496,gbif
23.06392,120.05957,gbif
23.494173,120.15085,gbif
24.02748,120.37864,gbif
23.319883,120.15067,gbif
22.43157,120.48935,gbif
23.23068,120.19859,gbif
23.494173,120.15085,gbif
24.476171,118.30999,gbif
22.49418,114.03655,gbif
23.87369,120.296936,gbif
23.34249,120.151955,gbif
23.494173,120.15085,gbif
23.494173,120.15085,gbif
23.557175,120.17437,gbif
23.37028,120.17761,gbif
23.559727,120.16591,gbif
22.843351,120.20814,gbif
23.0226,120.1666,gbif
23.556067,120.16446,gbif
22.884901,120.19819,gbif
23.34249,120.151955,gbif
23.455492,120.175446,gbif
22.522419,114.00032,gbif
23.339106,120.17953,gbif
23.334074,120.16891,gbif
22.853893,115.5347,gbif
23.500423,120.13579,gbif
22.884901,120.19819,gbif
23.321577,120.170715,gbif
23.334074,120.16891,gbif
22.45974,114.03684,gbif
23.494173,120.15085,gbif
27.54183,120.64153,gbif
23.452702,120.179955,gbif
23.372488,120.16281,gbif
22.494017,114.04039,gbif
23.334074,120.16891,gbif
23.358416,120.16768,gbif
23.364443,120.17398,gbif
23.414322,120.16671,gbif
23.500145,120.16618,gbif
23.323788,120.142235,gbif
23.029215,120.112114,gbif
23.046816,120.105,gbif
23.881945,120.29316,gbif
23.373102,120.15859,gbif
22.438429,120.4921,gbif
24.83647,121.811356,gbif
23.500423,120.13579,gbif
23.336628,120.16603,gbif
22.884901,120.19819,gbif
23.494173,120.15085,gbif
24.476171,118.30999,gbif
22.508831,114.113335,gbif
23.20552,120.10296,gbif
23.334074,120.16891,gbif
23.316654,120.1178,gbif
31.45817,120.34697,gbif
23.277393,120.16547,gbif
23.93702,121.60608,gbif
29.186745,116.01473,gbif
22.49418,114.03655,gbif
22.454418,114.04893,gbif
23.508446,120.14719,gbif
23.334074,120.16891,gbif
22.95224,120.17989,gbif
30.920507,121.97316,gbif
23.005646,120.1646,gbif
24.470709,118.31235,gbif
22.527864,113.992508,gbif
32.20151,119.024178,gbif
32.194475,118.983202,gbif
23.541228,120.161443,gbif
23.532795,120.153835,gbif
22.510299,114.039326,gbif
24.659937,121.81846,gbif
23.500145,120.16618,gbif
23.039867,120.10157,gbif
22.843351,120.20814,gbif
22.843351,120.20814,gbif
23.495983,120.16459,gbif
24.470709,118.31235,gbif
23.005646,120.1646,gbif
23.495983,120.16459,gbif
24.82462,121.7966,gbif
23.512045,120.12332,gbif
23.235865,120.11038,gbif
22.45974,114.03684,gbif
23.552185,120.151634,gbif
23.048393,120.14429,gbif
22.45974,114.03684,gbif
23.168678,120.11263,gbif
23.16799,120.105064,gbif
23.500145,120.16618,gbif
23.507946,120.1207,gbif
23.052217,120.1255,gbif
22.456877,113.54629,gbif
23.029215,120.112114,gbif
23.512045,120.12332,gbif
23.494928,120.164604,gbif
22.45974,114.03684,gbif
23.507946,120.1207,gbif
23.186768,120.118164,gbif
23.02435,120.14495,gbif
23.515888,120.12088,gbif
23.019073,120.17892,gbif
22.884272,120.19492,gbif
22.456877,113.54629,gbif
22.843351,120.20814,gbif
23.502428,120.12082,gbif
23.039867,120.10157,gbif
22.884901,120.19819,gbif
23.494173,120.15085,gbif
24.476309,118.31005,gbif
22.83808,120.2116,gbif
23.500423,120.13579,gbif
31.11964,104.40241,gbif
22.49418,114.03655,gbif
22.959015,120.18379,gbif
23.352922,120.17657,gbif
23.549616,120.19301,gbif
22.49418,114.03655,gbif
23.500423,120.13579,gbif
23.0226,120.1666,gbif
24.82462,121.7966,gbif
23.803553,120.23342,gbif
24.659937,121.81846,gbif
23.549616,120.19301,gbif
24.46801,118.30366,gbif
22.843351,120.20814,gbif
23.494928,120.164604,gbif
22.843351,120.20814,gbif
22.843351,120.20814,gbif
23.323856,120.12017,gbif
31.10923,104.39999,gbif
23.494173,120.15085,gbif
23.49202,120.140915,gbif
23.02611,120.143906,gbif
23.358416,120.16768,gbif
24.711357,121.827255,gbif
23.212326,120.10035,gbif
23.874828,120.288025,gbif
23.212326,120.10035,gbif
23.364443,120.17398,gbif
23.081861,113.45822,gbif
23.50615,120.12082,gbif
23.235865,120.11038,gbif
22.522419,114.00032,gbif
24.476171,118.30999,gbif
22.884813,120.18983,gbif
24.043911,120.387665,gbif
22.959015,120.18379,gbif
23.364443,120.17398,gbif
23.49202,120.140915,gbif
23.500423,120.13579,gbif
22.839148,120.21133,gbif
23.494173,120.15085,gbif
22.486547,114.01208,gbif
23.035477,120.09892,gbif
23.517332,120.18021,gbif
23.44693,120.15478,gbif
24.476171,118.30999,gbif
23.340738,120.16125,gbif
23.046816,120.105,gbif
24.826914,121.798836,gbif
23.44693,120.15478,gbif
24.470709,118.31235,gbif
23.358416,120.16768,gbif
23.049118,120.14374,gbif
24.82462,121.7966,gbif
23.559727,120.16591,gbif
23.494173,120.15085,gbif
23.871468,120.28386,gbif
23.517332,120.18021,gbif
23.029789,120.17454,gbif
23.494928,120.164604,gbif
22.494017,114.04039,gbif
23.494173,120.15085,gbif
24.048542,120.39565,gbif
23.334074,120.16891,gbif
23.50819,120.1195,gbif
23.500145,120.16618,gbif
34.830338,119.198296,gbif
22.494547,114.028465,gbif
23.035666,120.16416,gbif
22.51888,113.95529,gbif
23.051624,120.095146,gbif
23.035477,120.09892,gbif
22.83808,120.2116,gbif
22.959015,120.18379,gbif
24.659937,121.81846,gbif
23.046816,120.105,gbif
23.500423,120.13579,gbif
22.83808,120.2116,gbif
23.364443,120.17398,gbif
23.50789,120.11944,gbif
23.005646,120.1646,gbif
24.82462,121.7966,gbif
23.500423,120.13579,gbif
22.959015,120.18379,gbif
22.518867,113.96314,gbif
23.334074,120.16891,gbif
23.856846,120.30544,gbif
23.436817,120.154594,gbif
22.45512,114.03162,gbif
22.494017,114.04039,gbif
23.500423,120.13579,gbif
23.492079,120.12225,gbif
34.830338,119.198296,gbif
23.358416,120.16768,gbif
22.49418,114.03655,gbif
23.085531,120.073044,gbif
23.123219,120.10937,gbif
23.500423,120.13579,gbif
24.659937,121.81846,gbif
22.843351,120.20814,gbif
24.82462,121.7966,gbif
23.510975,120.12079,gbif
23.50615,120.12082,gbif
23.212326,120.10035,gbif
23.868729,120.28243,gbif
22.843351,120.20814,gbif
23.327715,120.17406,gbif
24.82462,121.7966,gbif
23.005646,120.1646,gbif
24.470709,118.31235,gbif
23.502428,120.12082,gbif
23.494173,120.15085,gbif
22.49418,114.03655,gbif
22.834038,120.21231,gbif
22.843351,120.20814,gbif
23.500423,120.13579,gbif
23.494173,120.15085,gbif
23.494173,120.15085,gbif
23.005646,120.1646,gbif
24.420864,118.22887,gbif
22.884901,120.19819,gbif
23.494173,120.15085,gbif
23.559727,120.16591,gbif
24.46801,118.30366,gbif
23.257792,120.10684,gbif
23.372488,120.16281,gbif
24.048086,120.39134,gbif
23.500423,120.13579,gbif
23.202908,120.104836,gbif
22.959015,120.18379,gbif
22.83808,120.2116,gbif
23.039074,120.10204,gbif
23.500423,120.13579,gbif
23.294378,120.14565,gbif
22.513021,114.06573,gbif
31.005278,104.223335,gbif
23.500423,120.13579,gbif
23.060844,120.10542,gbif
22.884272,120.19492,gbif
23.02392,120.17329,gbif
23.881945,120.29316,gbif
23.334074,120.16891,gbif
23.87589,120.29624,gbif
22.959015,120.18379,gbif
23.327715,120.17406,gbif
22.514433,114.03191,gbif
24.048086,120.39134,gbif
23.514788,120.15454,gbif
22.823421,115.24591,gbif
23.510975,120.12079,gbif
22.513021,114.06573,gbif
22.823421,115.24591,gbif
23.35328,120.165985,gbif
24.470709,118.31235,gbif
22.83808,120.2116,gbif
23.356836,120.15573,gbif
23.352764,120.1696,gbif
22.5948,113.63314,gbif
24.496424,118.39725,gbif
24.470709,118.31235,gbif
23.358416,120.16768,gbif
23.494173,120.15085,gbif
23.364443,120.17398,gbif
23.519451,120.13009,gbif
23.358416,120.16768,gbif
